fishing,My grandfather goes fishing every weekend.,낚시,할아버지는 매주 주말에 낚시를 가세요.,釣り,祖父は毎週末釣りに行きます。,钓鱼,我爷爷每周末去钓鱼。,pesca,Mi abuelo va a pescar cada fin de semana.,câu cá,Ông tôi đi câu cá mỗi cuối tuần.,ตกปลา,ปู่ของฉันไปตกปลาทุกสุดสัปดาห์,memancing,Kakek saya pergi memancing setiap akhir pekan.
hiking,We went hiking in the mountains.,하이킹; 등산,우리는 산에 등산을 갔어요.,ハイキング,私たちは山にハイキングに行きました。,徒步旅行,我们去山里徒步了。,senderismo,Fuimos de senderismo en las montañas.,đi bộ đường dài,Chúng tôi đi bộ đường dài trên núi.,เดินป่า,เราไปเดินป่าบนภูเขา,mendaki,Kami pergi mendaki di pegunungan.
camping,The family went camping by the lake.,캠핑,가족이 호수 옆에서 캠핑을 했어요.,キャンプ,家族は湖のそばでキャンプに行った。,露营,一家人在湖边露营。,acampar,La familia fue a acampar junto al lago.,cắm trại,Gia đình đi cắm trại bên hồ.,แคมป์ปิ้ง,ครอบครัวไปแคมป์ปิ้งริมทะเลสาบ,berkemah,Keluarga itu pergi berkemah di tepi danau.
gardening,She enjoys gardening on weekends.,정원 가꾸기,그녀는 주말에 정원 가꾸기를 즐겨요.,ガーデニング,彼女は週末にガーデニングを楽しんでいる。,园艺,她周末喜欢做园艺。,jardinería,Ella disfruta de la jardinería los fines de semana.,làm vườn,Cô ấy thích làm vườn vào cuối tuần.,ทำสวน,เธอชอบทำสวนในวันหยุดสุดสัปดาห์,berkebun,Dia menikmati berkebun di akhir pekan.
knitting,My grandmother loves knitting scarves.,뜨개질,할머니는 스카프를 뜨개질하는 것을 좋아해요.,編み物,祖母はマフラーを編むのが好きです。,编织,我奶奶喜欢织围巾。,tejer,A mi abuela le encanta tejer bufandas.,đan,Bà tôi thích đan khăn quàng cổ.,ถักนิตติ้ง,คุณยายชอบถักผ้าพันคอ,merajut,Nenek saya suka merajut syal.
pottery,She takes a pottery class every Tuesday.,도자기; 도예,그녀는 매주 화요일 도예 수업을 들어요.,陶芸,彼女は毎週火曜日に陶芸教室に通っている。,陶艺,她每周二上陶艺课。,cerámica,Ella toma una clase de cerámica cada martes.,gốm; làm gốm,Cô ấy học lớp gốm mỗi thứ Ba.,เซรามิก; ปั้นดิน,เธอเรียนปั้นดินทุกวันอังคาร,tembikar; keramik,Dia mengikuti kelas tembikar setiap hari Selasa.
photography,Photography is his favorite hobby.,사진 촬영,사진 촬영은 그의 가장 좋아하는 취미예요.,写真撮影,写真撮影は彼の一番の趣味です。,摄影,摄影是他最喜欢的爱好。,fotografía,La fotografía es su pasatiempo favorito.,nhiếp ảnh,Nhiếp ảnh là sở thích yêu thích của anh ấy.,การถ่ายภาพ,การถ่ายภาพเป็นงานอดิเรกที่เขาชอบที่สุด,fotografi,Fotografi adalah hobi favoritnya.
chess,He taught me how to play chess.,체스,그는 나에게 체스 두는 법을 가르쳐 줬어요.,チェス,彼はチェスの仕方を教えてくれた。,国际象棋,他教我下国际象棋。,ajedrez,Él me enseñó a jugar ajedrez.,cờ vua,Anh ấy dạy tôi chơi cờ vua.,หมากรุกสากล,เขาสอนฉันเล่นหมากรุกสากล,catur,Dia mengajari saya bermain catur.
puzzle,The children are solving a puzzle together.,퍼즐,아이들이 함께 퍼즐을 풀고 있어요.,パズル,子供たちは一緒にパズルを解いている。,拼图,孩子们一起在拼拼图。,rompecabezas,Los niños están resolviendo un rompecabezas juntos.,xếp hình,Bọn trẻ cùng nhau giải đố xếp hình.,จิ๊กซอว์; ปริศนา,เด็ก ๆ กำลังต่อจิ๊กซอว์ด้วยกัน,teka-teki; puzzle,Anak-anak sedang memecahkan puzzle bersama.
board game,We played a board game after dinner.,보드게임,우리는 저녁 식사 후에 보드게임을 했어요.,ボードゲーム,夕食後にボードゲームをしました。,桌游,我们晚饭后玩了桌游。,juego de mesa,Jugamos un juego de mesa después de cenar.,trò chơi cờ bàn,Chúng tôi chơi trò chơi cờ bàn sau bữa tối.,บอร์ดเกม,เราเล่นบอร์ดเกมหลังอาหารเย็น,permainan papan,Kami bermain permainan papan setelah makan malam.
homework,I have a lot of homework tonight.,숙제,오늘 밤에 숙제가 많아요.,宿題,今夜は宿題がたくさんあります。,作业; 家庭作业,我今晚作业很多。,tarea,Tengo mucha tarea esta noche.,bài tập về nhà,Tôi có nhiều bài tập về nhà tối nay.,การบ้าน,ฉันมีการบ้านเยอะคืนนี้,pekerjaan rumah,Saya punya banyak PR malam ini.
grade,She got a good grade on her test.,성적; 학년,그녀는 시험에서 좋은 성적을 받았어요.,成績; 学年,彼女はテストで良い成績を取った。,成绩; 年级,她考试成绩很好。,calificación; nota,Ella obtuvo una buena calificación en su examen.,điểm,Cô ấy được điểm cao trong bài kiểm tra.,เกรด; คะแนน,เธอได้เกรดดีในการสอบ,nilai,Dia mendapat nilai bagus di ujiannya.
principal,The principal gave a speech at the ceremony.,교장,교장 선생님이 행사에서 연설을 했어요.,校長,校長が式典でスピーチをした。,校长,校长在典礼上发了言。,director,El director dio un discurso en la ceremonia.,hiệu trưởng,Hiệu trưởng phát biểu tại buổi lễ.,ผู้อำนวยการ,ผู้อำนวยการกล่าวสุนทรพจน์ในพิธี,kepala sekolah,Kepala sekolah memberikan pidato di upacara.
textbook,Open your textbook to page 50.,교과서,교과서 50페이지를 펴 주세요.,教科書,教科書の50ページを開いてください。,课本; 教科书,翻到课本第50页。,libro de texto,Abre tu libro de texto en la página 50.,sách giáo khoa,Mở sách giáo khoa trang 50.,หนังสือเรียน,เปิดหนังสือเรียนหน้า 50,buku teks,Buka buku teks Anda di halaman 50.
chalk,The teacher wrote on the board with chalk.,분필,선생님이 분필로 칠판에 썼어요.,チョーク,先生はチョークで黒板に書いた。,粉笔,老师用粉笔在黑板上写字。,tiza,El maestro escribió en el pizarrón con tiza.,phấn,Thầy giáo viết bảng bằng phấn.,ชอล์ก,ครูเขียนบนกระดานด้วยชอล์ก,kapur,Guru menulis di papan dengan kapur.
notebook,I take notes in my notebook every class.,공책; 노트,나는 매 수업마다 노트에 필기해요.,ノート,私は毎回の授業でノートを取ります。,笔记本,我每节课都在笔记本上记笔记。,cuaderno,Tomo notas en mi cuaderno cada clase.,vở; sổ tay,Tôi ghi chép trong vở mỗi buổi học.,สมุด,ฉันจดบันทึกในสมุดทุกคาบ,buku catatan,Saya mencatat di buku catatan setiap kelas.
report card,My parents were happy with my report card.,성적표,부모님은 제 성적표에 만족하셨어요.,通知表; 成績表,両親は私の成績表に満足していた。,成绩单,父母对我的成绩单很满意。,boleta de calificaciones,Mis padres estaban contentos con mi boleta.,phiếu điểm; học bạ,Bố mẹ tôi vui với phiếu điểm của tôi.,ใบรายงานผล,พ่อแม่พอใจกับใบรายงานผลของฉัน,rapor,Orang tua saya senang dengan rapor saya.
semester,The first semester ends in December.,학기,첫 번째 학기는 12월에 끝나요.,学期,前期は12月に終わります。,学期,第一学期在十二月结束。,semestre,El primer semestre termina en diciembre.,học kỳ,Học kỳ đầu kết thúc vào tháng Mười Hai.,ภาคเรียน,ภาคเรียนแรกสิ้นสุดในเดือนธันวาคม,semester,Semester pertama berakhir pada bulan Desember.
tutor,She hired a math tutor for her son.,과외 선생님; 튜터,그녀는 아들을 위해 수학 과외 선생님을 구했어요.,家庭教師,彼女は息子のために数学の家庭教師を雇った。,家教; 辅导老师,她给儿子请了一个数学家教。,tutor,Ella contrató un tutor de matemáticas para su hijo.,gia sư,Cô ấy thuê gia sư toán cho con trai.,ติวเตอร์,เธอจ้างติวเตอร์คณิตศาสตร์ให้ลูกชาย,tutor,Dia menyewa tutor matematika untuk putranya.
