integrity,"She is known for her integrity in business dealings.",진실성; 성실,"그녀는 사업 거래에서 성실함으로 알려져 있다.",誠実さ,彼女はビジネス取引における誠実さで知られている。,正直; 诚信,她以商业交易中的诚信而闻名。,integridad,Es conocida por su integridad en los negocios.,sự chính trực,Cô ấy nổi tiếng với sự chính trực trong kinh doanh.,ความซื่อสัตย์,เธอเป็นที่รู้จักในเรื่องความซื่อสัตย์ในการทำธุรกิจ,integritas,Dia dikenal karena integritasnya dalam bisnis.
virtue,"Patience is considered a great virtue.",미덕; 덕목,인내는 훌륭한 미덕으로 여겨진다.,美徳,忍耐は偉大な美徳とされている。,美德,耐心被认为是一种伟大的美德。,virtud,La paciencia se considera una gran virtud.,đức hạnh,Kiên nhẫn được coi là một đức hạnh lớn.,คุณธรรม,ความอดทนถือเป็นคุณธรรมที่ยิ่งใหญ่,kebajikan,Kesabaran dianggap sebagai kebajikan yang besar.
conscience,"His conscience wouldn't let him lie.",양심,그의 양심이 거짓말을 하지 못하게 했다.,良心,彼の良心が嘘をつくことを許さなかった。,良心,他的良心不允许他撒谎。,conciencia,Su conciencia no le permitía mentir.,lương tâm,Lương tâm không cho phép anh ấy nói dối.,จิตสำนึก,จิตสำนึกของเขาไม่ยอมให้เขาโกหก,hati nurani,Hati nuraninya tidak membiarkannya berbohong.
ethical,"The company follows strict ethical guidelines.",윤리적인,그 회사는 엄격한 윤리 지침을 따른다.,倫理的な,その会社は厳格な倫理指針に従っている。,伦理的,该公司遵循严格的伦理准则。,ético,La empresa sigue estrictas pautas éticas.,có đạo đức,Công ty tuân theo các nguyên tắc đạo đức nghiêm ngặt.,มีจริยธรรม,บริษัทปฏิบัติตามแนวทางจริยธรรมอย่างเคร่งครัด,etis,Perusahaan mengikuti pedoman etika yang ketat.
immoral,"Stealing from the elderly is deeply immoral.",부도덕한,노인에게서 훔치는 것은 매우 부도덕하다.,不道徳な,高齢者から盗むことは非常に不道徳である。,不道德的,偷窃老人的东西是极其不道德的。,inmoral,Robar a los ancianos es profundamente inmoral.,vô đạo đức,Ăn cắp của người già là vô đạo đức.,ผิดศีลธรรม,การขโมยของจากผู้สูงอายุเป็นสิ่งที่ผิดศีลธรรมอย่างมาก,tidak bermoral,Mencuri dari orang tua sangat tidak bermoral.
dilemma,"She faced a moral dilemma about reporting her friend.",딜레마; 곤경,그녀는 친구를 신고하는 것에 대한 도덕적 딜레마에 직면했다.,ジレンマ,彼女は友人を報告するかどうかという道徳的ジレンマに直面した。,困境; 两难,她面临着是否举报朋友的道德困境。,dilema,Se enfrentó a un dilema moral sobre denunciar a su amiga.,tình thế tiến thoái lưỡng nan,Cô ấy đối mặt với tình thế tiến thoái lưỡng nan về việc tố cáo bạn mình.,ภาวะกลืนไม่เข้าคายไม่ออก,เธอเผชิญกับภาวะกลืนไม่เข้าคายไม่ออกทางศีลธรรม,dilema,Dia menghadapi dilema moral tentang melaporkan temannya.
principle,"He refused to compromise on his principles.",원칙,그는 자신의 원칙에 대해 타협하기를 거부했다.,原則,彼は自分の原則を曲げることを拒否した。,原则,他拒绝在原则上妥协。,principio,Se negó a comprometer sus principios.,nguyên tắc,Anh ấy từ chối thỏa hiệp về nguyên tắc của mình.,หลักการ,เขาปฏิเสธที่จะประนีประนอมหลักการของเขา,prinsip,Dia menolak untuk berkompromi dengan prinsipnya.
fairness,"The judge was praised for her fairness.",공정성,그 판사는 공정성으로 칭찬받았다.,公正さ,その裁判官は公正さで称賛された。,公正; 公平,法官因公正而受到赞扬。,justicia; equidad,La jueza fue elogiada por su equidad.,sự công bằng,Vị thẩm phán được khen ngợi vì sự công bằng.,ความเป็นธรรม,ผู้พิพากษาได้รับการยกย่องในเรื่องความเป็นธรรม,keadilan,Hakim itu dipuji karena keadilannya.
accountability,"There must be accountability for these mistakes.",책임; 책무,이 실수들에 대한 책임이 있어야 한다.,説明責任,これらの間違いに対する説明責任がなければならない。,问责制,这些错误必须有问责制。,responsabilidad,Debe haber responsabilidad por estos errores.,trách nhiệm giải trình,Phải có trách nhiệm giải trình cho những sai lầm này.,ความรับผิดชอบ,ต้องมีความรับผิดชอบต่อข้อผิดพลาดเหล่านี้,akuntabilitas,Harus ada akuntabilitas atas kesalahan-kesalahan ini.
dignity,"Every person deserves to be treated with dignity.",존엄성,모든 사람은 존엄하게 대우받을 자격이 있다.,尊厳,すべての人は尊厳を持って扱われるべきである。,尊严,每个人都应该受到有尊严的对待。,dignidad,Toda persona merece ser tratada con dignidad.,phẩm giá,Mọi người đều xứng đáng được đối xử với phẩm giá.,ศักดิ์ศรี,ทุกคนสมควรได้รับการปฏิบัติอย่างมีศักดิ์ศรี,martabat,Setiap orang layak diperlakukan dengan martabat.
