abstemious,"The abstemious monk ate only one meal a day.",절제하는,"절제하는 수도사는 하루에 한 끼만 먹었다.",禁欲的な,"禁欲的な修道士は1日1食しか食べなかった.",节制的,"这位节制的僧侣每天只吃一顿饭。",abstemio,"El monje abstemio comía solo una comida al día.",kiêng khem,"Nhà sư kiêng khem chỉ ăn một bữa mỗi ngày.",สันโดษ,"พระสงฆ์ผู้สันโดษกินอาหารวันละมื้อเดียว",pantang,"Biksu yang pantang hanya makan satu kali sehari."
abstruse,"The professor's abstruse lecture confused most students.",난해한,"교수의 난해한 강의가 대부분의 학생들을 혼란스럽게 했다.",難解な,"教授の難解な講義は大半の学生を混乱させた.",艰深的,"教授艰深的讲座让大多数学生困惑。",abstruso,"La abstrusa conferencia del profesor confundió a la mayoría de los estudiantes.",khó hiểu,"Bài giảng khó hiểu của giáo sư làm hầu hết sinh viên bối rối.",เข้าใจยาก,"บรรยายที่เข้าใจยากของอาจารย์ทำให้นักศึกษาส่วนใหญ่สับสน",sulit dipahami,"Kuliah profesor yang sulit dipahami membingungkan sebagian besar mahasiswa."
acumen,"Her business acumen helped the startup become profitable.,통찰력,"그녀의 사업 통찰력이 스타트업의 수익 창출에 도움이 되었다.",鋭さ,"彼女のビジネスの鋭さがスタートアップの収益化に役立った.",敏锐,"她的商业敏锐帮助初创公司实现盈利。",perspicacia,"Su perspicacia empresarial ayudó a la startup a ser rentable.",sự nhạy bén,"Sự nhạy bén kinh doanh giúp công ty khởi nghiệp có lãi.",ความเฉียบแหลม,"ความเฉียบแหลมทางธุรกิจของเธอช่วยให้สตาร์ทอัพทำกำไรได้",ketajaman,"Ketajaman bisnisnya membantu startup menjadi menguntungkan."
adroit,"The adroit negotiator secured a favorable deal for both sides.",능숙한,"능숙한 협상가가 양측에 유리한 거래를 확보했다.",巧みな,"巧みな交渉者が両者にとって有利な取引を確保した.",机敏的,"机敏的谈判者为双方争取了有利的交易。",hábil,"El hábil negociador aseguró un acuerdo favorable para ambas partes.",khéo léo,"Nhà đàm phán khéo léo đã đạt được thỏa thuận có lợi cho cả hai bên.",ชำนาญ,"ผู้เจรจาที่ชำนาญรักษาข้อตกลงที่เป็นประโยชน์ต่อทั้งสองฝ่าย",cekatan,"Negosiator yang cekatan mengamankan kesepakatan yang menguntungkan bagi kedua pihak."
affable,"The affable host made every guest feel at home.",상냥한,"상냥한 주인이 모든 손님을 편안하게 느끼게 했다.",愛想の良い,"愛想の良いホストがすべてのゲストをくつろがせた.",和蔼的,"和蔼的主人让每位客人都感到宾至如归。",afable,"El afable anfitrión hizo que cada invitado se sintiera como en casa.",niềm nở,"Chủ nhà niềm nở khiến mọi khách mời đều cảm thấy như ở nhà.",เป็นมิตร,"เจ้าของบ้านที่เป็นมิตรทำให้แขกทุกคนรู้สึกเหมือนอยู่บ้าน",ramah,"Tuan rumah yang ramah membuat setiap tamu merasa seperti di rumah."
aggrandizement,"The leader's pursuit of personal aggrandizement undermined democracy.",권력 확대,"지도자의 개인적 권력 확대 추구가 민주주의를 약화시켰다.",権力拡大,"指導者の個人的な権力拡大の追求が民主主義を損なった.",权力扩张,"领导人追求个人权力扩张削弱了民主。",engrandecimiento,"La búsqueda del engrandecimiento personal del líder socavó la democracia.",sự phóng đại,"Việc theo đuổi sự phóng đại cá nhân của lãnh đạo đã làm suy yếu dân chủ.",การเสริมอำนาจ,"การแสวงหาการเสริมอำนาจส่วนตัวของผู้นำบ่อนทำลายประชาธิปไตย",pengagungan diri,"Pengejaran pengagungan diri pemimpin merusak demokrasi."
antediluvian,"The company's antediluvian policies needed urgent modernization.,구시대의,"회사의 구시대적 정책은 긴급한 현대화가 필요했다.",大昔の,"会社の大昔のような方針は緊急の近代化が必要だった.",老掉牙的,"公司老掉牙的政策急需现代化。",antediluviano,"Las políticas antediluvianas de la empresa necesitaban una modernización urgente.",cổ hủ,"Các chính sách cổ hủ của công ty cần được hiện đại hóa khẩn cấp.",โบราณ,"นโยบายโบราณของบริษัทต้องการการปรับปรุงให้ทันสมัยอย่างเร่งด่วน",kuno,"Kebijakan perusahaan yang kuno membutuhkan modernisasi mendesak."
apostate,"The former member was branded an apostate by the group.,배교자,"전 회원이 그룹에 의해 배교자로 낙인찍혔다.",背教者,"元メンバーはグループによって背教者の烙印を押された.",叛教者,"这位前成员被该团体打上了叛教者的标签。",apóstata,"El antiguo miembro fue tildado de apóstata por el grupo.",kẻ bội đạo,"Thành viên cũ bị nhóm gán nhãn là kẻ bội đạo.",ผู้ทรยศ,"สมาชิกเก่าถูกตราว่าเป็นผู้ทรยศโดยกลุ่ม",murtad,"Mantan anggota itu dicap sebagai murtad oleh kelompok tersebut."
asperity,"She spoke with unusual asperity about the budget cuts.",거칠게,"그녀는 예산 삭감에 대해 유난히 거칠게 말했다.",厳しさ,"彼女は予算削減について異例の厳しさで話した.",严厉,"她以不寻常的严厉语气谈论预算削减。",aspereza,"Habló con inusual aspereza sobre los recortes presupuestarios.",sự gay gắt,"Cô ấy nói với sự gay gắt bất thường về việc cắt giảm ngân sách.",ความรุนแรง,"เธอพูดด้วยความรุนแรงผิดปกติเกี่ยวกับการตัดงบประมาณ",kekasaran,"Dia berbicara dengan kekasaran yang tidak biasa tentang pemotongan anggaran."
atavistic,"The tribal dance awakened atavistic instincts in the audience.,원시적,"부족 춤이 관객들의 원시적 본능을 일깨웠다.",先祖返りの,"部族の踊りは観客の先祖返りの本能を呼び覚ました.",返祖的,"部落舞蹈唤醒了观众的返祖本能。",atávico,"La danza tribal despertó instintos atávicos en la audiencia.",nguyên thủy,"Điệu múa bộ lạc đánh thức bản năng nguyên thủy trong khán giả.",ดึกดำบรรพ์,"การเต้นรำของชนเผ่าปลุกสัญชาตญาณดึกดำบรรพ์ในผู้ชม",primitif,"Tarian suku membangkitkan naluri primitif pada penonton."
behemoth,"The tech behemoth dominates the global smartphone market.,거대 기업,"그 거대 IT기업이 글로벌 스마트폰 시장을 지배하고 있다.",巨大企業,"テクノロジーの巨大企業がグローバルスマートフォン市場を支配している.",巨头,"这家科技巨头主导着全球智能手机市场。",gigante,"El gigante tecnológico domina el mercado global de teléfonos inteligentes.",gã khổng lồ,"Gã khổng lồ công nghệ thống trị thị trường điện thoại thông minh toàn cầu.",ยักษ์ใหญ่,"ยักษ์ใหญ่ด้านเทคโนโลยีครองตลาดสมาร์ทโฟนทั่วโลก",raksasa,"Raksasa teknologi mendominasi pasar smartphone global."
beleaguer,"The small company was beleaguered by lawsuits from larger competitors.,포위하다,"작은 회사가 큰 경쟁자들의 소송으로 포위당했다.",包囲する,"小さな会社は大きな競合他社からの訴訟に包囲された.",围困,"这家小公司被大型竞争对手的诉讼围困。",asediar,"La pequeña empresa fue asediada por demandas de competidores más grandes.",vây hãm,"Công ty nhỏ bị vây hãm bởi các vụ kiện từ đối thủ lớn hơn.",ล้อมรอบ,"บริษัทเล็กถูกล้อมรอบด้วยคดีฟ้องร้องจากคู่แข่งขนาดใหญ่",dikepung,"Perusahaan kecil itu dikepung oleh tuntutan hukum dari pesaing yang lebih besar."
benighted,"The benighted region lacked basic educational resources.,미개한,"미개한 지역에는 기본적인 교육 자원이 부족했다.",無知な,"無知な地域には基本的な教育資源が不足していた.",蒙昧的,"这个蒙昧的地区缺乏基本的教育资源。",atrasado,"La región atrasada carecía de recursos educativos básicos.",lạc hậu,"Vùng lạc hậu thiếu nguồn lực giáo dục cơ bản.",ด้อยพัฒนา,"ภูมิภาคที่ด้อยพัฒนาขาดทรัพยากรทางการศึกษาขั้นพื้นฐาน",terbelakang,"Wilayah yang terbelakang kekurangan sumber daya pendidikan dasar."
bowdlerize,"The publisher bowdlerized the novel to make it suitable for children.,검열하다,"출판사가 소설을 어린이에게 적합하도록 검열했다.",削除する,"出版社は小説を子供向けに削除して編集した.",删改,"出版商删改了小说使其适合儿童阅读。",censurar,"La editorial censuró la novela para hacerla adecuada para niños.",kiểm duyệt,"Nhà xuất bản kiểm duyệt cuốn tiểu thuyết để phù hợp với trẻ em.",ตัดทอน,"สำนักพิมพ์ตัดทอนนวนิยายให้เหมาะกับเด็ก",menyensor,"Penerbit menyensor novel itu agar cocok untuk anak-anak."
braggadocio,"His braggadocio masked a deep insecurity.,허풍,"그의 허풍은 깊은 불안감을 감추고 있었다.",虚勢,"彼の虚勢は深い不安を隠していた.",虚张声势,"他的虚张声势掩盖了内心深处的不安全感。",fanfarronería,"Su fanfarronería enmascaraba una profunda inseguridad.",sự khoác lác,"Sự khoác lác của anh ta che đậy nỗi bất an sâu sắc.",การคุยโว,"การคุยโวของเขาปิดบังความไม่มั่นใจที่ซ่อนอยู่",kesombongan,"Kesombongannya menutupi rasa tidak aman yang mendalam."
bumptious,"The bumptious young executive rubbed everyone the wrong way.",건방진,"건방진 젊은 경영진이 모든 사람의 기분을 상하게 했다.",思い上がった,"思い上がった若い幹部はみんなの癇に障った.",自大的,"这个自大的年轻高管让所有人都不高兴。",presuntuoso,"El joven ejecutivo presuntuoso irritó a todos.",hỗn xược,"Giám đốc trẻ hỗn xược khiến mọi người khó chịu.",ทะนงตน,"ผู้บริหารหนุ่มที่ทะนงตนทำให้ทุกคนไม่พอใจ",sombong,"Eksekutif muda yang sombong membuat semua orang tidak senang."
