remonstrate,"She remonstrated with the manager about the unfair decision.",항의하다,"그녀는 불공정한 결정에 대해 관리자에게 항의했다.",抗議する,"彼女は不公平な決定についてマネージャーに抗議した.",抗议,"她就不公平的决定向经理抗议。",protestar,"Ella protestó ante el gerente por la decisión injusta.",phản đối,"Cô ấy phản đối với quản lý về quyết định bất công.",ทักท้วง,"เธอทักท้วงผู้จัดการเกี่ยวกับการตัดสินใจที่ไม่ยุติธรรม",memprotes,"Dia memprotes kepada manajer tentang keputusan yang tidak adil."
rendition,"The singer's rendition of the classic song was breathtaking.",연주,"가수의 클래식 노래 연주는 숨이 멎을 듯했다.",演奏,"歌手のクラシックの曲の演奏は息を呑むものだった.",演绎,"歌手对经典歌曲的演绎令人叹为观止。",interpretación,"La interpretación de la canción clásica por el cantante fue impresionante.",phiên bản trình diễn,"Phiên bản trình diễn bài hát kinh điển của ca sĩ thật ấn tượng.",การแสดง,"การแสดงเพลงคลาสสิกของนักร้องน่าทึ่ง",penampilan,"Penampilan penyanyi itu untuk lagu klasik sungguh memukau."
replete,"The buffet was replete with exotic dishes from around the world.",가득 찬,"뷔페는 세계 각지의 이국적인 요리로 가득 찼다.",満ちた,"ビュッフェは世界中の珍しい料理で満ちていた.",充满的,"自助餐充满了来自世界各地的异国菜肴。",repleto,"El buffet estaba repleto de platos exóticos de todo el mundo.",đầy ắp,"Bữa tiệc buffet đầy ắp các món ăn ngoại lai từ khắp thế giới.",เต็มไปด้วย,"บุฟเฟ่ต์เต็มไปด้วยอาหารแปลกใหม่จากทั่วโลก",penuh,"Prasmanan penuh dengan hidangan eksotis dari seluruh dunia."
reprehensible,"The manager's behavior was reprehensible and led to dismissal.",비난할 만한,"관리자의 행동은 비난할 만하여 해고로 이어졌다.",非難すべき,"マネージャーの行動は非難すべきもので解雇につながった.",应受谴责的,"经理的行为应受谴责并导致了解雇。",reprensible,"El comportamiento del gerente fue reprensible y llevó a su despido.",đáng lên án,"Hành vi của quản lý đáng lên án và dẫn đến sa thải.",น่าตำหนิ,"พฤติกรรมของผู้จัดการเป็นสิ่งน่าตำหนิและนำไปสู่การไล่ออก",tercela,"Perilaku manajer itu tercela dan menyebabkan pemecatan."
reprobate,"The reprobate had no remorse for his actions.",악당,"그 악당은 자신의 행동에 대해 아무런 회한이 없었다.",悪党,"その悪党は自分の行動に対して何の後悔もなかった.",无赖,"这个无赖对自己的行为毫无悔意。",réprobo,"El réprobo no tenía remordimiento por sus acciones.",kẻ đồi bại,"Kẻ đồi bại không hề hối hận về hành động của mình.",คนชั่ว,"คนชั่วไม่มีความสำนึกผิดต่อการกระทำของตน",orang jahat,"Orang jahat itu tidak memiliki penyesalan atas tindakannya."
requite,"She hoped to requite his kindness someday.",보답하다,"그녀는 언젠가 그의 친절에 보답하기를 바랐다.",報いる,"彼女はいつか彼の親切に報いたいと思った.",报答,"她希望有一天能报答他的好意。",retribuir,"Ella esperaba retribuir su amabilidad algún día.",đền đáp,"Cô ấy hy vọng sẽ đền đáp lòng tốt của anh ấy một ngày nào đó.",ตอบแทน,"เธอหวังที่จะตอบแทนความเมตตาของเขาสักวัน",membalas,"Dia berharap suatu hari bisa membalas kebaikannya."
rescind,"The company rescinded the job offer due to background check issues.",취소하다,"회사가 신원 조사 문제로 취업 제안을 취소했다.",撤回する,"会社は身元調査の問題により求人を撤回した.",撤销,"公司因背景调查问题撤销了录用通知。",rescindir,"La empresa rescindió la oferta de trabajo debido a problemas de verificación de antecedentes.",thu hồi,"Công ty đã thu hồi lời mời làm việc do vấn đề kiểm tra lý lịch.",เพิกถอน,"บริษัทเพิกถอนข้อเสนองานเนื่องจากปัญหาการตรวจสอบประวัติ",membatalkan,"Perusahaan membatalkan tawaran pekerjaan karena masalah pemeriksaan latar belakang."
resplendent,"The bride looked resplendent in her wedding gown.",눈부신,"신부는 웨딩드레스를 입고 눈부시게 보였다.",輝かしい,"花嫁はウェディングドレス姿で輝かしかった.",光彩照人的,"新娘穿着婚纱光彩照人。",resplandeciente,"La novia lucía resplandeciente con su vestido de novia.",lộng lẫy,"Cô dâu trông lộng lẫy trong bộ váy cưới.",งดงาม,"เจ้าสาวดูงดงามในชุดแต่งงาน",mempesona,"Pengantin wanita tampak mempesona dalam gaun pengantinnya."
reverberate,"The sound of thunder reverberated through the valley.",반향을 일으키다,"천둥소리가 계곡을 통해 반향을 일으켰다.",反響する,"雷の音が谷間に反響した.",回荡,"雷声在山谷中回荡。",reverberar,"El sonido del trueno reverberó a través del valle.",vang vọng,"Tiếng sấm vang vọng khắp thung lũng.",สะท้อนก้อง,"เสียงฟ้าร้องสะท้อนก้องผ่านหุบเขา",bergema,"Suara guntur bergema di seluruh lembah."
sacrilege,"Destroying the ancient temple was considered sacrilege.",신성 모독,"고대 사원을 파괴하는 것은 신성 모독으로 간주되었다.",冒涜,"古代寺院の破壊は冒涜とみなされた.",亵渎,"摧毁古庙被认为是亵渎。",sacrilegio,"Destruir el templo antiguo fue considerado un sacrilegio.",sự báng bổ,"Phá hủy ngôi đền cổ được coi là sự báng bổ.",การลบหลู่,"การทำลายวัดโบราณถือเป็นการลบหลู่",penistaan,"Menghancurkan kuil kuno dianggap sebagai penistaan."
sagacious,"The sagacious leader navigated the crisis skillfully.",현명한,"현명한 지도자가 위기를 능숙하게 극복했다.",聡明な,"聡明なリーダーが危機を巧みに乗り越えた.",睿智的,"睿智的领导者巧妙地度过了危机。",sagaz,"El líder sagaz navegó la crisis con habilidad.",sáng suốt,"Nhà lãnh đạo sáng suốt đã vượt qua khủng hoảng một cách khéo léo.",หลักแหลม,"ผู้นำที่หลักแหลมนำพาผ่านวิกฤตอย่างชำนาญ",bijaksana,"Pemimpin yang bijaksana menavigasi krisis dengan terampil."
sardonic,"His sardonic smile suggested he knew more than he was saying.",냉소적인,"그의 냉소적인 미소는 그가 말하는 것보다 더 많이 알고 있음을 암시했다.",皮肉な,"彼の皮肉な微笑みは彼が言っている以上のことを知っていることを示唆した.",讥讽的,"他讥讽的微笑暗示他知道的比说的更多。",sardónico,"Su sonrisa sardónica sugería que sabía más de lo que decía.",mỉa mai,"Nụ cười mỉa mai của anh gợi ý rằng anh biết nhiều hơn những gì anh nói.",เหน็บแนม,"รอยยิ้มเหน็บแนมของเขาบ่งบอกว่าเขารู้มากกว่าที่เขาพูด",sinis,"Senyum sinisnya menunjukkan dia tahu lebih banyak dari yang dia katakan."
scintillating,"She gave a scintillating performance at the concert.",빛나는,"그녀는 콘서트에서 빛나는 공연을 했다.",きらめく,"彼女はコンサートできらめくパフォーマンスを見せた.",精彩的,"她在音乐会上表演精彩。",brillante,"Ella dio una actuación brillante en el concierto.",rực rỡ,"Cô ấy đã có một buổi biểu diễn rực rỡ tại buổi hòa nhạc.",เจิดจ้า,"เธอแสดงได้เจิดจ้าในคอนเสิร์ต",gemilang,"Dia memberikan penampilan gemilang di konser."
sedulous,"The sedulous researcher spent years compiling the data.",근면한,"근면한 연구자가 수년간 데이터를 수집했다.",勤勉な,"勤勉な研究者は何年もかけてデータを収集した.",勤勉的,"这位勤勉的研究人员花了数年编纂数据。",diligente,"El investigador diligente pasó años recopilando los datos.",siêng năng,"Nhà nghiên cứu siêng năng đã dành nhiều năm thu thập dữ liệu.",ขยันขันแข็ง,"นักวิจัยขยันขันแข็งใช้เวลาหลายปีรวบรวมข้อมูล",tekun,"Peneliti yang tekun menghabiskan bertahun-tahun mengumpulkan data."
solecism,"Using 'less' instead of 'fewer' is a common solecism.",어법 오류,"'fewer' 대신 'less'를 사용하는 것은 흔한 어법 오류이다.",語法の誤り,"'fewer'の代わりに'less'を使うのは一般的な語法の誤りだ.",语法错误,"用'less'代替'fewer'是一种常见的语法错误。",solecismo,"Usar 'less' en lugar de 'fewer' es un solecismo común.",lỗi ngữ pháp,"Dùng 'less' thay cho 'fewer' là một lỗi ngữ pháp phổ biến.",การใช้ภาษาผิด,"การใช้ 'less' แทน 'fewer' เป็นการใช้ภาษาผิดที่พบบ่อย",kesalahan bahasa,"Menggunakan 'less' alih-alih 'fewer' adalah kesalahan bahasa yang umum."
