scarf,She wore a warm scarf in winter.,스카프; 목도리,그녀는 겨울에 따뜻한 스카프를 했어요.,マフラー,彼女は冬に暖かいマフラーをした。,围巾,她冬天围了一条暖和的围巾。,bufanda,Ella usó una bufanda cálida en invierno.,khăn quàng cổ,Cô ấy quàng khăn ấm vào mùa đông.,ผ้าพันคอ,เธอสวมผ้าพันคออุ่น ๆ ในฤดูหนาว,syal,Dia memakai syal hangat di musim dingin.
gloves,Put on your gloves before going out.,장갑,나가기 전에 장갑을 끼세요.,手袋,外出前に手袋をしてください。,手套,出门前戴上手套。,guantes,Ponte los guantes antes de salir.,găng tay,Đeo găng tay trước khi ra ngoài.,ถุงมือ,สวมถุงมือก่อนออกไปข้างนอก,sarung tangan,Pakai sarung tangan sebelum keluar.
boots,She bought new rain boots.,부츠; 장화,그녀는 새 장화를 샀어요.,ブーツ,彼女は新しいレインブーツを買った。,靴子,她买了一双新雨靴。,botas,Ella compró botas de lluvia nuevas.,ủng,Cô ấy mua đôi ủng mưa mới.,รองเท้าบูท,เธอซื้อรองเท้าบูทกันฝนใหม่,sepatu bot,Dia membeli sepatu bot hujan baru.
jacket,Take a jacket in case it gets cold.,재킷,추워질 수 있으니 재킷을 가져가세요.,ジャケット,寒くなるかもしれないのでジャケットを持って行って。,夹克,带件夹克以防变冷。,chaqueta,Lleva una chaqueta por si hace frío.,áo khoác,Mang theo áo khoác phòng khi trời lạnh.,แจ็กเก็ต,เอาแจ็กเก็ตไปด้วยเผื่อหนาว,jaket,Bawa jaket kalau-kalau udara dingin.
sweater,This sweater is very comfortable.,스웨터,이 스웨터는 매우 편해요.,セーター,このセーターはとても快適です。,毛衣,这件毛衣非常舒服。,suéter,Este suéter es muy cómodo.,áo len,Chiếc áo len này rất thoải mái.,เสื้อกันหนาว,เสื้อกันหนาวตัวนี้ใส่สบายมาก,sweater,Sweater ini sangat nyaman.
vest,He wears a vest under his suit.,조끼,그는 정장 안에 조끼를 입어요.,ベスト,彼はスーツの下にベストを着ている。,背心; 马甲,他在西装里面穿了一件马甲。,chaleco,Él usa un chaleco debajo del traje.,áo ghi lê,Anh ấy mặc áo ghi lê bên trong bộ vest.,เสื้อกั๊ก,เขาสวมเสื้อกั๊กใต้สูท,rompi,Dia memakai rompi di bawah jasnya.
tie,He needs to wear a tie for work.,넥타이,그는 직장에서 넥타이를 매야 해요.,ネクタイ,彼は仕事にネクタイをしなければならない。,领带,他上班需要系领带。,corbata,Él necesita usar corbata para el trabajo.,cà vạt,Anh ấy cần đeo cà vạt đi làm.,เนคไท,เขาต้องผูกเนคไทไปทำงาน,dasi,Dia perlu memakai dasi untuk bekerja.
socks,I need to buy new socks.,양말,나는 새 양말을 사야 해요.,靴下,新しい靴下を買わなければなりません。,袜子,我需要买新袜子。,calcetines,Necesito comprar calcetines nuevos.,tất; vớ,Tôi cần mua tất mới.,ถุงเท้า,ฉันต้องซื้อถุงเท้าใหม่,kaos kaki,Saya perlu membeli kaos kaki baru.
underwear,Pack enough underwear for the trip.,속옷,여행에 충분한 속옷을 챙기세요.,下着,旅行のために十分な下着を詰めてください。,内衣,打包足够的内衣去旅行。,ropa interior,Empaca suficiente ropa interior para el viaje.,đồ lót,Mang đủ đồ lót cho chuyến đi.,ชุดชั้นใน,เตรียมชุดชั้นในให้เพียงพอสำหรับทริป,pakaian dalam,Kemas pakaian dalam yang cukup untuk perjalanan.
pajamas,I put on my pajamas before bed.,잠옷,나는 자기 전에 잠옷을 입어요.,パジャマ,寝る前にパジャマを着ます。,睡衣,我睡前穿上睡衣。,pijama,Me pongo el pijama antes de dormir.,đồ ngủ,Tôi mặc đồ ngủ trước khi đi ngủ.,ชุดนอน,ฉันใส่ชุดนอนก่อนเข้านอน,piyama,Saya memakai piyama sebelum tidur.
raincoat,Bring a raincoat because it might rain.,비옷; 우비,비가 올 수 있으니 우비를 가져가세요.,レインコート,雨が降るかもしれないのでレインコートを持って行って。,雨衣,带上雨衣因为可能会下雨。,impermeable,Trae un impermeable porque puede llover.,áo mưa,Mang áo mưa vì trời có thể mưa.,เสื้อกันฝน,เอาเสื้อกันฝนไปด้วยเพราะอาจมีฝน,jas hujan,Bawa jas hujan karena mungkin hujan.
helmet,Always wear a helmet when riding a bike.,헬멧,자전거를 탈 때 항상 헬멧을 쓰세요.,ヘルメット,自転車に乗るときは必ずヘルメットをかぶってください。,头盔,骑自行车时一定要戴头盔。,casco,Siempre usa un casco al andar en bicicleta.,mũ bảo hiểm,Luôn đội mũ bảo hiểm khi đạp xe.,หมวกกันน็อก,สวมหมวกกันน็อกทุกครั้งเมื่อขี่จักรยาน,helm,Selalu pakai helm saat mengendarai sepeda.
sunglasses,I forgot my sunglasses at home.,선글라스,나는 집에 선글라스를 두고 왔어요.,サングラス,サングラスを家に忘れてきました。,太阳镜,我把太阳镜忘在家里了。,gafas de sol,Olvidé mis gafas de sol en casa.,kính râm,Tôi quên kính râm ở nhà.,แว่นกันแดด,ฉันลืมแว่นกันแดดไว้ที่บ้าน,kacamata hitam,Saya lupa kacamata hitam di rumah.
bracelet,She received a bracelet as a gift.,팔찌,그녀는 선물로 팔찌를 받았어요.,ブレスレット,彼女はプレゼントとしてブレスレットをもらった。,手镯,她收到了一条手镯作为礼物。,pulsera,Ella recibió una pulsera como regalo.,vòng tay,Cô ấy nhận được chiếc vòng tay làm quà.,สร้อยข้อมือ,เธอได้รับสร้อยข้อมือเป็นของขวัญ,gelang,Dia menerima gelang sebagai hadiah.
necklace,The necklace has a beautiful pearl.,목걸이,그 목걸이에는 아름다운 진주가 있어요.,ネックレス,そのネックレスには美しい真珠がついている。,项链,那条项链有一颗美丽的珍珠。,collar,El collar tiene una hermosa perla.,dây chuyền,Chiếc dây chuyền có một viên ngọc trai đẹp.,สร้อยคอ,สร้อยคอมีไข่มุกสวยงาม,kalung,Kalung itu memiliki mutiara yang indah.
earring,She lost one of her earrings.,귀걸이,그녀는 귀걸이 하나를 잃어버렸어요.,イヤリング,彼女はイヤリングを片方なくした。,耳环,她丢了一只耳环。,arete,Ella perdió uno de sus aretes.,bông tai,Cô ấy bị mất một chiếc bông tai.,ต่างหู,เธอทำต่างหูหายไปข้างหนึ่ง,anting,Dia kehilangan salah satu antingnya.
purse,She keeps her keys in her purse.,지갑; 핸드백,그녀는 지갑에 열쇠를 넣어요.,財布; ハンドバッグ,彼女は財布に鍵を入れている。,手提包; 钱包,她把钥匙放在手提包里。,bolso,Ella guarda sus llaves en su bolso.,ví; túi xách,Cô ấy để chìa khóa trong ví.,กระเป๋าถือ,เธอเก็บกุญแจไว้ในกระเป๋าถือ,tas tangan; dompet,Dia menyimpan kuncinya di tas tangan.
cough,He has a bad cough today.,기침,그는 오늘 기침이 심해요.,咳,彼は今日ひどい咳をしている。,咳嗽,他今天咳嗽很厉害。,tos,Él tiene una tos fuerte hoy.,ho,Anh ấy bị ho nặng hôm nay.,ไอ,เขาไอหนักวันนี้,batuk,Dia batuk parah hari ini.
fever,The child has a high fever.,열,아이가 고열이 있어요.,熱,子供は高熱があります。,发烧,孩子发高烧了。,fiebre,El niño tiene fiebre alta.,sốt,Đứa trẻ bị sốt cao.,ไข้,เด็กมีไข้สูง,demam,Anak itu demam tinggi.
