exigent,"The exigent circumstances required immediate action.",긴급한,"긴급한 상황이 즉각적인 조치를 필요로 했다.",緊急の,"緊急の状況は即座の行動を必要とした.",紧急的,"紧急情况需要立即采取行动。",urgente,"Las circunstancias urgentes requerían acción inmediata.",cấp bách,"Tình huống cấp bách đòi hỏi hành động ngay lập tức.",เร่งด่วน,"สถานการณ์เร่งด่วนต้องการการดำเนินการทันที",mendesak,"Keadaan mendesak membutuhkan tindakan segera."
expatiate,"The professor expatiated on the topic for over an hour.",장황하게 말하다,"교수는 한 시간 넘게 그 주제에 대해 장황하게 말했다.",詳述する,"教授はそのトピックについて1時間以上詳述した.",详述,"教授对这个话题详述了一个多小时。",explayarse,"El profesor se explayó sobre el tema durante más de una hora.",trình bày dài dòng,"Giáo sư trình bày dài dòng về chủ đề hơn một giờ.",พูดยาวเยียด,"อาจารย์พูดยาวเยียดเกี่ยวกับหัวข้อนี้กว่าหนึ่งชั่วโมง",menguraikan,"Profesor menguraikan topik itu selama lebih dari satu jam."
expurgate,"The publisher expurgated offensive passages from the book.",삭제하다,"출판사가 책에서 불쾌한 구절을 삭제했다.",削除する,"出版社は本から不快な箇所を削除した.",删除,"出版商删除了书中的冒犯性段落。",expurgar,"La editorial expurgó los pasajes ofensivos del libro.",kiểm duyệt,"Nhà xuất bản đã kiểm duyệt các đoạn văn xúc phạm khỏi sách.",ตัดออก,"สำนักพิมพ์ตัดเนื้อหาที่ไม่เหมาะสมออกจากหนังสือ",menyensor,"Penerbit menyensor bagian-bagian yang menyinggung dari buku tersebut."
extemporaneous,"She delivered an extemporaneous speech without any notes.",즉석의,"그녀는 메모 없이 즉석 연설을 했다.",即興の,"彼女はメモなしで即興のスピーチをした.",即兴的,"她不带笔记即兴发表了演讲。",improvisado,"Ella dio un discurso improvisado sin notas.",ứng khẩu,"Cô ấy đã phát biểu ứng khẩu mà không cần ghi chú.",ฉับพลัน,"เธอกล่าวสุนทรพจน์ฉับพลันโดยไม่มีบันทึกใดๆ",spontan,"Dia menyampaikan pidato spontan tanpa catatan apa pun."
extricate,"The firefighters extricated the driver from the wreckage.",구출하다,"소방관들이 잔해에서 운전자를 구출했다.",救出する,"消防士たちは残骸から運転手を救出した.",救出,"消防员从残骸中救出了司机。",extraer,"Los bomberos extrajeron al conductor de los restos.",giải cứu,"Lính cứu hỏa đã giải cứu tài xế khỏi đống đổ nát.",ช่วยออกมา,"นักดับเพลิงช่วยคนขับออกมาจากซากรถ",mengeluarkan,"Petugas pemadam kebakaran mengeluarkan pengemudi dari reruntuhan."
facetious,"His facetious comments were inappropriate during the meeting.",농담조의,"그의 농담조의 발언은 회의 중에 부적절했다.",冗談めかした,"彼の冗談めかしたコメントは会議中に不適切だった.",轻率的,"他轻率的评论在会议上不合适。",jocoso,"Sus comentarios jocosos fueron inapropiados durante la reunión.",đùa cợt,"Những bình luận đùa cợt của anh ấy không phù hợp trong cuộc họp.",ตลก,"ความคิดเห็นตลกของเขาไม่เหมาะสมระหว่างการประชุม",main-main,"Komentar main-mainnya tidak pantas selama rapat."
fastidious,"The fastidious editor caught every grammatical error.",까다로운,"까다로운 편집자가 모든 문법 오류를 잡아냈다.",几帳面な,"几帳面な編集者はすべての文法的な誤りを見つけた.",挑剔的,"挑剔的编辑发现了每一个语法错误。",meticuloso,"El editor meticuloso detectó cada error gramatical.",cầu kỳ,"Biên tập viên cầu kỳ phát hiện mọi lỗi ngữ pháp.",จู้จี้,"บรรณาธิการจู้จี้จับข้อผิดพลาดทางไวยากรณ์ทุกจุด",cermat,"Editor yang cermat menangkap setiap kesalahan tata bahasa."
fecund,"The fecund soil produced abundant harvests year after year.",비옥한,"비옥한 토양이 해마다 풍성한 수확을 낳았다.",肥沃な,"肥沃な土壌が年々豊富な収穫をもたらした.",肥沃的,"肥沃的土壤年复一年地产出丰收。",fecundo,"El suelo fecundo produjo cosechas abundantes año tras año.",phì nhiêu,"Đất phì nhiêu mang lại vụ mùa bội thu năm này qua năm khác.",อุดมสมบูรณ์,"ดินอุดมสมบูรณ์ให้ผลผลิตมากมายปีแล้วปีเล่า",subur,"Tanah yang subur menghasilkan panen melimpah tahun demi tahun."
felicitous,"The speaker made a felicitous choice of words.",적절한,"연설자가 적절한 단어 선택을 했다.",的確な,"講演者は的確な言葉の選択をした.",恰当的,"演讲者做出了恰当的用词选择。",afortunado,"El orador hizo una afortunada elección de palabras.",khéo léo,"Diễn giả đã chọn từ ngữ rất khéo léo.",เหมาะเจาะ,"ผู้พูดเลือกคำได้เหมาะเจาะ",tepat,"Pembicara membuat pilihan kata yang tepat."
fervid,"The activist's fervid speech inspired the crowd.",열렬한,"활동가의 열렬한 연설이 군중을 고무시켰다.",熱烈な,"活動家の熱烈なスピーチが群衆を鼓舞した.",热烈的,"活动家热烈的演讲激励了人群。",ferviente,"El ferviente discurso del activista inspiró a la multitud.",nhiệt thành,"Bài phát biểu nhiệt thành của nhà hoạt động đã truyền cảm hứng cho đám đông.",เร่าร้อน,"สุนทรพจน์เร่าร้อนของนักเคลื่อนไหวสร้างแรงบันดาลใจให้ฝูงชน",berapi-api,"Pidato aktivis yang berapi-api menginspirasi kerumunan."
