jurisdiction,"The appellate court questioned whether it had jurisdiction over cases originating in foreign territories.",관할권,항소 법원은 외국 영토에서 발생한 사건에 대해 관할권이 있는지 의문을 제기했다.,管轄権,控訴裁判所は外国の領土で発生した事件に対する管轄権があるかどうか疑問を呈した。,管辖权,上诉法院质疑其是否对源自外国领土的案件拥有管辖权。,jurisdicción,El tribunal de apelaciones cuestionó si tenía jurisdicción sobre casos originados en territorios extranjeros.,quyền tài phán,Tòa phúc thẩm đặt câu hỏi liệu họ có quyền tài phán đối với các vụ án phát sinh từ lãnh thổ nước ngoài hay không.,เขตอำนาจศาล,ศาลอุทธรณ์ตั้งคำถามว่ามีเขตอำนาจศาลเหนือคดีที่เกิดขึ้นในดินแดนต่างประเทศหรือไม่,yurisdiksi,Pengadilan banding mempertanyakan apakah mereka memiliki yurisdiksi atas kasus yang berasal dari wilayah asing.
litigation,"Prolonged litigation between the two corporations drained their financial resources and damaged public trust.",소송,두 기업 간의 장기 소송은 재정 자원을 고갈시키고 공공 신뢰를 훼손했다.,訴訟,二社間の長期にわたる訴訟は財源を枯渇させ、公的信頼を損なった。,诉讼,两家公司之间旷日持久的诉讼耗尽了其财务资源并损害了公众信任。,litigio,El litigio prolongado entre las dos corporaciones agotó sus recursos financieros y dañó la confianza pública.,kiện tụng,Việc kiện tụng kéo dài giữa hai tập đoàn đã làm cạn kiệt nguồn tài chính và tổn hại niềm tin công chúng.,การฟ้องร้อง,การฟ้องร้องที่ยืดเยื้อระหว่างสองบริษัททำให้ทรัพยากรทางการเงินหมดไปและทำลายความเชื่อมั่นของสาธารณชน,litigasi,Litigasi yang berkepanjangan antara dua perusahaan menguras sumber daya keuangan mereka dan merusak kepercayaan publik.
arbitration,"Both parties agreed to resolve the dispute through binding arbitration rather than a lengthy court trial.",중재,양 당사자는 장기간의 법원 재판 대신 구속력 있는 중재를 통해 분쟁을 해결하기로 합의했다.,仲裁,両当事者は長期にわたる法廷審理ではなく、拘束力のある仲裁を通じて紛争を解決することに合意した。,仲裁,双方同意通过具有约束力的仲裁而非漫长的法庭审判来解决争端。,arbitraje,Ambas partes acordaron resolver la disputa mediante arbitraje vinculante en lugar de un largo juicio judicial.,trọng tài,Cả hai bên đồng ý giải quyết tranh chấp thông qua trọng tài ràng buộc thay vì một phiên tòa kéo dài.,อนุญาโตตุลาการ,ทั้งสองฝ่ายตกลงที่จะแก้ไขข้อพิพาทผ่านอนุญาโตตุลาการที่มีผลผูกพันแทนการพิจารณาคดีในศาลที่ยาวนาน,arbitrase,Kedua pihak sepakat untuk menyelesaikan sengketa melalui arbitrase yang mengikat daripada persidangan pengadilan yang panjang.
statutory,"The company was found in violation of statutory regulations governing environmental emissions.",법정의,그 회사는 환경 배출을 규제하는 법정 규정을 위반한 것으로 밝혀졌다.,法定の,同社は環境排出を規制する法定規則に違反していることが判明した。,法定的,该公司被发现违反了管理环境排放的法定法规。,estatutario,Se descubrió que la empresa violaba las regulaciones estatutarias que rigen las emisiones ambientales.,theo luật định,Công ty bị phát hiện vi phạm các quy định pháp luật về khí thải môi trường.,ตามกฎหมาย,บริษัทถูกพบว่าละเมิดข้อบังคับตามกฎหมายที่ควบคุมการปล่อยมลพิษสิ่งแวดล้อม,berdasarkan undang-undang,Perusahaan tersebut ditemukan melanggar peraturan perundang-undangan yang mengatur emisi lingkungan.
plaintiff,"The plaintiff presented compelling evidence that the manufacturer had knowingly concealed product defects.",원고,원고는 제조업체가 고의로 제품 결함을 은폐했다는 설득력 있는 증거를 제시했다.,原告,原告は製造業者が製品の欠陥を故意に隠蔽していたという説得力のある証拠を提示した。,原告,原告提供了令人信服的证据表明制造商故意隐瞒了产品缺陷。,demandante,El demandante presentó pruebas convincentes de que el fabricante había ocultado deliberadamente los defectos del producto.,nguyên đơn,Nguyên đơn đã đưa ra bằng chứng thuyết phục rằng nhà sản xuất đã cố tình che giấu các khuyết tật sản phẩm.,โจทก์,โจทก์นำเสนอหลักฐานที่น่าเชื่อถือว่าผู้ผลิตจงใจปกปิดข้อบกพร่องของผลิตภัณฑ์,penggugat,Penggugat menyajikan bukti kuat bahwa produsen dengan sengaja menyembunyikan cacat produk.
defendant,"The defendant maintained her innocence throughout the proceedings despite overwhelming circumstantial evidence.",피고,피고는 압도적인 정황 증거에도 불구하고 재판 내내 무죄를 주장했다.,被告,被告は圧倒的な状況証拠にもかかわらず、訴訟を通じて無実を主張した。,被告,尽管有大量间接证据，被告在整个诉讼过程中坚持自己是无辜的。,acusado,La acusada mantuvo su inocencia durante todo el proceso a pesar de las abrumadoras pruebas circunstanciales.,bị cáo,Bị cáo khẳng định mình vô tội trong suốt quá trình tố tụng bất chấp bằng chứng gián tiếp áp đảo.,จำเลย,จำเลยยืนยันความบริสุทธิ์ตลอดกระบวนการพิจารณาคดีแม้จะมีพยานหลักฐานแวดล้อมที่ล้นหลาม,tergugat,Tergugat mempertahankan ketidakbersalahannya sepanjang persidangan meskipun ada bukti tidak langsung yang sangat kuat.
precedent,"The landmark ruling set a legal precedent that would shape environmental law for decades to come.",판례,그 획기적인 판결은 향후 수십 년간 환경법을 형성할 법적 판례를 세웠다.,判例,その画期的な判決は今後数十年にわたり環境法を形作る法的判例を打ち立てた。,先例,这一具有里程碑意义的裁决开创了将在未来几十年塑造环境法的法律先例。,precedente,La sentencia histórica sentó un precedente legal que daría forma al derecho ambiental durante décadas.,tiền lệ,Phán quyết mang tính bước ngoặt đã tạo ra tiền lệ pháp lý sẽ định hình luật môi trường trong nhiều thập kỷ tới.,บรรทัดฐาน,คำตัดสินสำคัญนี้สร้างบรรทัดฐานทางกฎหมายที่จะกำหนดกฎหมายสิ่งแวดล้อมในทศวรรษข้างหน้า,preseden,Putusan bersejarah tersebut menetapkan preseden hukum yang akan membentuk hukum lingkungan selama beberapa dekade mendatang.
amendment,"The proposed amendment to the constitution sparked fierce debate among legislators and constitutional scholars.",수정안,헌법 수정안이 입법자와 헌법 학자들 사이에서 격렬한 논쟁을 촉발했다.,修正案,憲法の修正案は立法者と憲法学者の間で激しい議論を引き起こした。,修正案,拟议的宪法修正案在立法者和宪法学者之间引发了激烈辩论。,enmienda,La enmienda propuesta a la constitución provocó un intenso debate entre legisladores y académicos constitucionales.,tu chính án,Bản tu chính hiến pháp được đề xuất đã gây ra cuộc tranh luận gay gắt giữa các nhà lập pháp và học giả hiến pháp.,การแก้ไขเพิ่มเติม,การแก้ไขเพิ่มเติมรัฐธรรมนูญที่เสนอได้จุดชนวนการถกเถียงอย่างรุนแรงในหมู่สมาชิกสภานิติบัญญัติและนักวิชาการรัฐธรรมนูญ,amandemen,Amandemen konstitusi yang diusulkan memicu perdebatan sengit di antara para legislator dan sarjana konstitusi.
ratify,"All member states must ratify the treaty before it can enter into force under international law.",비준하다,모든 회원국은 국제법에 따라 조약이 발효되기 전에 이를 비준해야 한다.,批准する,すべての加盟国は国際法の下で条約が発効する前にこれを批准しなければならない。,批准,所有成员国必须批准该条约才能根据国际法生效。,ratificar,Todos los estados miembros deben ratificar el tratado antes de que pueda entrar en vigor bajo el derecho internacional.,phê chuẩn,Tất cả các quốc gia thành viên phải phê chuẩn hiệp ước trước khi nó có hiệu lực theo luật quốc tế.,ให้สัตยาบัน,รัฐสมาชิกทั้งหมดต้องให้สัตยาบันสนธิสัญญาก่อนที่จะมีผลบังคับใช้ตามกฎหมายระหว่างประเทศ,meratifikasi,Semua negara anggota harus meratifikasi perjanjian tersebut sebelum dapat berlaku berdasarkan hukum internasional.
sovereignty,"The small nation fiercely defended its sovereignty against the encroachment of more powerful neighboring states.",주권,그 작은 국가는 더 강력한 이웃 국가들의 침범에 맞서 자국의 주권을 맹렬히 수호했다.,主権,その小国はより強力な隣国の侵害に対して主権を激しく守った。,主权,这个小国激烈地捍卫其主权以抵御更强大的邻国的侵犯。,soberanía,La pequeña nación defendió ferozmente su soberanía contra la invasión de estados vecinos más poderosos.,chủ quyền,Quốc gia nhỏ bé đã kiên cường bảo vệ chủ quyền trước sự xâm lấn của các quốc gia láng giềng hùng mạnh hơn.,อธิปไตย,ประเทศเล็กๆ ปกป้องอธิปไตยอย่างแข็งขันจากการรุกล้ำของรัฐเพื่อนบ้านที่มีอำนาจมากกว่า,kedaulatan,Negara kecil itu dengan gigih mempertahankan kedaulatannya terhadap perambahan negara-negara tetangga yang lebih kuat.
indictment,"The grand jury issued a formal indictment against the former executive on charges of fraud and embezzlement.",기소,대배심은 전 임원에 대해 사기 및 횡령 혐의로 정식 기소장을 발부했다.,起訴状,大陪審は詐欺と横領の容疑で元幹部に対して正式な起訴状を発行した。,起诉书,大陪审团对前高管发出了正式起诉书，指控其欺诈和挪用公款。,acusación formal,El gran jurado emitió una acusación formal contra el exejecutivo por cargos de fraude y malversación.,cáo trạng,Đại bồi thẩm đoàn đã ban hành cáo trạng chính thức đối với cựu giám đốc điều hành về tội gian lận và biển thủ.,คำฟ้อง,คณะลูกขุนใหญ่ออกคำฟ้องอย่างเป็นทางการต่ออดีตผู้บริหารในข้อหาฉ้อโกงและยักยอกทรัพย์,dakwaan,Juri agung mengeluarkan dakwaan resmi terhadap mantan eksekutif atas tuduhan penipuan dan penggelapan.
adjudicate,"An independent tribunal was appointed to adjudicate the territorial dispute between the two nations.",판결하다,두 국가 간의 영토 분쟁을 판결하기 위해 독립 재판소가 임명되었다.,裁定する,二国間の領土紛争を裁定するために独立した法廷が任命された。,裁决,一个独立法庭被指定来裁决两国之间的领土争端。,adjudicar,Se designó un tribunal independiente para adjudicar la disputa territorial entre las dos naciones.,phân xử,Một tòa án độc lập được chỉ định để phân xử tranh chấp lãnh thổ giữa hai quốc gia.,ตัดสิน,ศาลอิสระได้รับการแต่งตั้งเพื่อตัดสินข้อพิพาทเรื่องดินแดนระหว่างสองประเทศ,mengadili,Sebuah pengadilan independen ditunjuk untuk mengadili sengketa wilayah antara kedua negara.
