intense,The competition was extremely intense.,강렬한; 극심한,경쟁이 극도로 치열했어요.,激しい; 強烈な,競争は極めて激しかった。,激烈的; 紧张的,竞争非常激烈。,intenso,La competencia fue extremadamente intensa.,dữ dội; quyết liệt,Cuộc thi cực kỳ quyết liệt.,เข้มข้น; รุนแรง,การแข่งขันรุนแรงอย่างมาก,intens; sengit,Kompetisinya sangat intens.
intention,What is your intention behind this decision?,의도; 의향,이 결정 뒤에 있는 의도가 무엇인가요?,意図; 目的,この決定の意図は何ですか?,意图; 目的,你做这个决定的意图是什么？,intención,¿Cuál es tu intención detrás de esta decisión?,ý định; mục đích,Ý định của bạn đằng sau quyết định này là gì?,ความตั้งใจ; จุดประสงค์,จุดประสงค์เบื้องหลังการตัดสินใจนี้คืออะไร,niat; maksud,Apa niat Anda di balik keputusan ini?
interfere,Please don't interfere with my work.,간섭하다; 방해하다,제 일에 간섭하지 마세요.,干渉する; 邪魔する,私の仕事を邪魔しないでください。,干涉; 妨碍,请不要干涉我的工作。,interferir,Por favor no interfiera con mi trabajo.,can thiệp; xen vào,Xin đừng can thiệp vào công việc của tôi.,แทรกแซง; ยุ่งเรื่อง,กรุณาอย่าแทรกแซงงานของฉัน,mencampuri; mengganggu,Tolong jangan mencampuri pekerjaan saya.
interpret,How do you interpret this poem?,해석하다; 통역하다,이 시를 어떻게 해석하나요?,解釈する; 通訳する,この詩をどう解釈しますか?,解释; 口译,你怎么解读这首诗？,interpretar,¿Cómo interpretas este poema?,giải thích; phiên dịch,Bạn giải thích bài thơ này thế nào?,ตีความ; แปลความ,คุณตีความบทกวีนี้อย่างไร,menafsirkan; menginterpretasikan,Bagaimana Anda menafsirkan puisi ini?
intervention,Early medical intervention saved his life.,개입; 중재,조기 의료 개입이 그의 생명을 구했어요.,介入; 干渉,早期の医療介入が彼の命を救った。,干预; 介入,早期医疗干预救了他的命。,intervención,La intervención médica temprana le salvó la vida.,sự can thiệp,Can thiệp y tế sớm đã cứu mạng anh ấy.,การแทรกแซง,การแทรกแซงทางการแพทย์ตั้งแต่เนิ่นๆ ช่วยชีวิตเขา,intervensi,Intervensi medis dini menyelamatkan hidupnya.
investigate,Police are investigating the crime.,조사하다; 수사하다,경찰이 범죄를 수사하고 있어요.,調査する; 捜査する,警察が犯罪を捜査している。,调查; 侦查,警方正在调查这起犯罪。,investigar,La policía está investigando el crimen.,điều tra,Cảnh sát đang điều tra vụ án.,สืบสวน; สอบสวน,ตำรวจกำลังสืบสวนอาชญากรรม,menyelidiki; menginvestigasi,Polisi sedang menyelidiki kejahatan tersebut.
isolate,The patient was isolated to prevent infection.,격리하다; 고립시키다,감염 예방을 위해 환자가 격리되었어요.,隔離する; 孤立させる,感染を防ぐために患者が隔離された。,隔离; 孤立,患者被隔离以防止感染。,aislar,El paciente fue aislado para prevenir infecciones.,cách ly,Bệnh nhân được cách ly để ngăn lây nhiễm.,แยก; กักกัน,ผู้ป่วยถูกแยกตัวเพื่อป้องกันการติดเชื้อ,mengisolasi; memisahkan,Pasien diisolasi untuk mencegah infeksi.
justify,How can you justify such a high price?,정당화하다,그렇게 높은 가격을 어떻게 정당화할 수 있나요?,正当化する,そんな高い値段をどう正当化できるのか?,证明合理; 辩护,你怎么能为这么高的价格辩护？,justificar,¿Cómo puedes justificar un precio tan alto?,biện minh; chính đáng hóa,Làm sao bạn biện minh cho giá cao như vậy?,ให้เหตุผล; พิสูจน์,คุณจะพิสูจน์ราคาสูงขนาดนั้นได้อย่างไร,membenarkan; mempertanggungjawabkan,Bagaimana Anda bisa membenarkan harga setinggi itu?
label,Read the label before taking any medicine.,라벨; 표시,약을 복용하기 전에 라벨을 읽으세요.,ラベル; 表示,薬を飲む前にラベルを読んで。,标签,吃药前请阅读标签。,etiqueta,Lee la etiqueta antes de tomar cualquier medicamento.,nhãn; nhãn hiệu,Đọc nhãn trước khi uống thuốc.,ฉลาก,อ่านฉลากก่อนรับประทานยา,label,Baca label sebelum minum obat apa pun.
launch,The company will launch a new product next month.,출시하다; 시작하다,회사가 다음 달에 새 제품을 출시할 거예요.,発売する; 打ち上げる,会社が来月新製品を発売する。,推出; 发射,公司下个月将推出新产品。,lanzar,La empresa lanzará un nuevo producto el próximo mes.,ra mắt; phóng,Công ty sẽ ra mắt sản phẩm mới tháng tới.,เปิดตัว; ปล่อย,บริษัทจะเปิดตัวผลิตภัณฑ์ใหม่เดือนหน้า,meluncurkan,Perusahaan akan meluncurkan produk baru bulan depan.
