democracy,Democracy allows citizens to choose their leaders.,민주주의,민주주의는 시민들이 지도자를 선택할 수 있게 한다.,民主主義,民主主義は市民がリーダーを選ぶことを可能にする。,民主,民主制度允许公民选择他们的领导人。,democracia,La democracia permite a los ciudadanos elegir a sus líderes.,dân chủ,Dân chủ cho phép công dân chọn lãnh đạo của mình.,ประชาธิปไตย,ประชาธิปไตยทำให้ประชาชนสามารถเลือกผู้นำของตนได้,demokrasi,Demokrasi memungkinkan warga negara memilih pemimpin mereka.
election,The presidential election will be held in November.,선거,대통령 선거는 11월에 치러진다.,選挙,大統領選挙は11月に行われる。,选举,总统选举将在十一月举行。,elección,La elección presidencial se celebrará en noviembre.,bầu cử,Cuộc bầu cử tổng thống sẽ được tổ chức vào tháng 11.,การเลือกตั้ง,การเลือกตั้งประธานาธิบดีจะจัดขึ้นในเดือนพฤศจิกายน,pemilihan,Pemilihan presiden akan diadakan pada bulan November.
campaign,"She ran a strong campaign, focusing on education reform.",캠페인; 선거 운동,그녀는 교육 개혁에 초점을 맞춘 강력한 캠페인을 벌였다.,キャンペーン; 選挙運動,彼女は教育改革に焦点を当てた力強い選挙運動を行った。,竞选活动,她开展了一场强有力的竞选活动，重点关注教育改革。,campaña,"Ella llevó a cabo una campaña sólida, enfocándose en la reforma educativa.",chiến dịch,Cô ấy đã thực hiện một chiến dịch mạnh mẽ tập trung vào cải cách giáo dục.,แคมเปญ; การรณรงค์,เธอจัดแคมเปญที่เข้มแข็งโดยมุ่งเน้นไปที่การปฏิรูปการศึกษา,kampanye,"Dia menjalankan kampanye yang kuat, berfokus pada reformasi pendidikan."
policy,The new policy aims to reduce carbon emissions.,정책,새 정책은 탄소 배출량을 줄이는 것을 목표로 한다.,政策,新しい政策は炭素排出量の削減を目指している。,政策,新政策旨在减少碳排放。,política,La nueva política tiene como objetivo reducir las emisiones de carbono.,chính sách,Chính sách mới nhằm mục đích giảm lượng khí thải carbon.,นโยบาย,นโยบายใหม่มุ่งลดการปล่อยก๊าซคาร์บอน,kebijakan,Kebijakan baru ini bertujuan untuk mengurangi emisi karbon.
reform,The government introduced major economic reforms.,개혁,정부는 주요 경제 개혁을 도입했다.,改革,政府は大規模な経済改革を導入した。,改革,政府推出了重大经济改革。,reforma,El gobierno introdujo reformas económicas importantes.,cải cách,Chính phủ đã đưa ra các cải cách kinh tế lớn.,การปฏิรูป,รัฐบาลได้เริ่มการปฏิรูปเศรษฐกิจครั้งใหญ่,reformasi,Pemerintah memperkenalkan reformasi ekonomi besar.
citizen,Every citizen has the right to vote.,시민,모든 시민은 투표할 권리가 있다.,市民,すべての市民は投票する権利がある。,公民,每个公民都有投票的权利。,ciudadano,Todo ciudadano tiene derecho a votar.,công dân,Mọi công dân đều có quyền bỏ phiếu.,พลเมือง,พลเมืองทุกคนมีสิทธิ์ลงคะแนนเสียง,warga negara,Setiap warga negara berhak untuk memilih.
immigration,Immigration has been a heated topic in recent debates.,이민,이민은 최근 토론에서 뜨거운 주제였다.,移民,移民は最近の議論で熱い話題となっている。,移民,移民一直是近期辩论中的热门话题。,inmigración,La inmigración ha sido un tema candente en los debates recientes.,nhập cư,Nhập cư đã là một chủ đề nóng trong các cuộc tranh luận gần đây.,การอพยพ,การอพยพเป็นหัวข้อที่ถกเถียงกันอย่างมากในการอภิปรายล่าสุด,imigrasi,Imigrasi telah menjadi topik hangat dalam debat baru-baru ini.
protest,Thousands gathered to protest against the new law.,시위; 항의,수천 명이 새 법에 항의하기 위해 모였다.,抗議,何千人もが新しい法律に抗議するために集まった。,抗议,数千人聚集抗议新法律。,protesta,Miles se reunieron para protestar contra la nueva ley.,biểu tình,Hàng nghìn người tập trung để biểu tình phản đối luật mới.,การประท้วง,คนหลายพันคนรวมตัวกันเพื่อประท้วงกฎหมายใหม่,protes,Ribuan orang berkumpul untuk memprotes undang-undang baru.
inequality,"Income inequality continues to grow in many countries.",불평등,소득 불평등은 많은 나라에서 계속 커지고 있다.,不平等,所得格差は多くの国で拡大し続けている。,不平等,收入不平等在许多国家持续加剧。,desigualdad,La desigualdad de ingresos sigue creciendo en muchos países.,bất bình đẳng,Bất bình đẳng thu nhập tiếp tục gia tăng ở nhiều quốc gia.,ความไม่เท่าเทียม,ความไม่เท่าเทียมด้านรายได้ยังคงเพิ่มขึ้นในหลายประเทศ,ketimpangan,Ketimpangan pendapatan terus meningkat di banyak negara.
welfare,The welfare system provides support for low-income families.,복지,복지 제도는 저소득 가정을 지원한다.,福祉,福祉制度は低所得家庭に支援を提供している。,福利,福利制度为低收入家庭提供支持。,bienestar,El sistema de bienestar brinda apoyo a las familias de bajos ingresos.,phúc lợi,Hệ thống phúc lợi cung cấp hỗ trợ cho các gia đình thu nhập thấp.,สวัสดิการ,ระบบสวัสดิการให้การสนับสนุนแก่ครอบครัวที่มีรายได้น้อย,kesejahteraan,Sistem kesejahteraan memberikan dukungan bagi keluarga berpenghasilan rendah.
corruption,Corruption remains a serious problem in many governments.,부패,부패는 많은 정부에서 여전히 심각한 문제이다.,汚職,汚職は多くの政府で深刻な問題であり続けている。,腐败,腐败仍然是许多政府面临的严重问题。,corrupción,La corrupción sigue siendo un problema grave en muchos gobiernos.,tham nhũng,Tham nhũng vẫn là một vấn đề nghiêm trọng ở nhiều chính phủ.,การทุจริต,การทุจริตยังคงเป็นปัญหาร้ายแรงในหลายรัฐบาล,korupsi,Korupsi tetap menjadi masalah serius di banyak pemerintahan.
diplomat,The diplomat negotiated a peace agreement between the two nations.,외교관,외교관은 두 나라 간의 평화 협정을 협상했다.,外交官,外交官は二国間の平和協定を交渉した。,外交官,外交官就两国之间的和平协议进行了谈判。,diplomático,El diplomático negoció un acuerdo de paz entre las dos naciones.,nhà ngoại giao,Nhà ngoại giao đã đàm phán một thỏa thuận hòa bình giữa hai quốc gia.,นักการทูต,นักการทูตเจรจาข้อตกลงสันติภาพระหว่างสองประเทศ,diplomat,Diplomat tersebut merundingkan perjanjian damai antara kedua negara.
