select,Please select your preferred language.,선택하다,선호하는 언어를 선택하세요.,選択する; 選ぶ,希望の言語を選択してください。,选择,请选择您偏好的语言。,seleccionar; elegir,Por favor seleccione su idioma preferido.,chọn; lựa chọn,Vui lòng chọn ngôn ngữ bạn muốn.,เลือก,กรุณาเลือกภาษาที่คุณต้องการ,memilih,Silakan pilih bahasa yang Anda inginkan.
sequence,The numbers follow a logical sequence.,순서; 연속,숫자는 논리적 순서를 따라요.,順序; 配列,数字は論理的な順序に従っている。,顺序; 序列,数字按照一定的逻辑顺序排列。,secuencia,Los números siguen una secuencia lógica.,trình tự; chuỗi,Các số theo một trình tự logic.,ลำดับ,ตัวเลขเรียงตามลำดับที่สมเหตุสมผล,urutan; sekuens,Angka-angka mengikuti urutan yang logis.
severe,The drought caused severe water shortages.,심각한; 극심한,가뭄이 심각한 물 부족을 초래했어요.,深刻な; 厳しい,干ばつが深刻な水不足を引き起こした。,严重的; 严峻的,干旱导致了严重的缺水。,severo; grave,La sequía causó una severa escasez de agua.,nghiêm trọng,Hạn hán gây thiếu nước nghiêm trọng.,รุนแรง; หนัก,ภัยแล้งทำให้เกิดการขาดแคลนน้ำอย่างรุนแรง,parah; berat,Kekeringan menyebabkan kekurangan air yang parah.
shift,Working the night shift is exhausting.,교대; 변화,야간 교대 근무는 지치는 일이에요.,シフト; 変化,夜勤は疲れる。,轮班; 转变,上夜班很累人。,turno; cambio,Trabajar el turno de noche es agotador.,ca; sự thay đổi,Làm ca đêm rất mệt.,กะ; เปลี่ยน,ทำงานกะกลางคืนเหนื่อยมาก,shift; perubahan,Bekerja shift malam sangat melelahkan.
significance,The discovery has great scientific significance.,중요성; 의미,그 발견은 과학적으로 큰 중요성이 있어요.,重要性; 意義,その発見には科学的に大きな意義がある。,意义; 重要性,这个发现具有重要的科学意义。,importancia; significado,El descubrimiento tiene gran importancia científica.,tầm quan trọng; ý nghĩa,Phát hiện có ý nghĩa khoa học to lớn.,ความสำคัญ; นัยสำคัญ,การค้นพบนี้มีความสำคัญทางวิทยาศาสตร์อย่างมาก,signifikansi; makna,Penemuan itu memiliki signifikansi ilmiah yang besar.
simulate,The software can simulate real weather conditions.,시뮬레이션하다; 모의하다,소프트웨어가 실제 기상 조건을 시뮬레이션할 수 있어요.,シミュレーションする,ソフトウェアが実際の気象条件をシミュレーションできる。,模拟; 仿真,该软件可以模拟真实的天气条件。,simular,El software puede simular condiciones climáticas reales.,mô phỏng,Phần mềm có thể mô phỏng điều kiện thời tiết thực.,จำลอง,ซอฟต์แวร์สามารถจำลองสภาพอากาศจริงได้,mensimulasikan,Perangkat lunak dapat mensimulasikan kondisi cuaca nyata.
sole,She is the sole owner of the company.,유일한; 단독의,그녀는 회사의 유일한 소유자예요.,唯一の; 単独の,彼女は会社の唯一の所有者だ。,唯一的; 独有的,她是公司唯一的所有者。,único; solo,Ella es la única dueña de la empresa.,duy nhất,Cô ấy là chủ sở hữu duy nhất của công ty.,แต่เพียงผู้เดียว; หนึ่งเดียว,เธอเป็นเจ้าของบริษัทเพียงผู้เดียว,tunggal; satu-satunya,Dia adalah satu-satunya pemilik perusahaan.
somewhat,The situation has improved somewhat.,약간; 다소,상황이 다소 개선되었어요.,いくぶん; 多少,状況はいくぶん改善された。,有些; 稍微,情况有所改善。,algo; un poco,La situación ha mejorado un poco.,phần nào; hơi,Tình hình đã cải thiện phần nào.,ค่อนข้าง; บ้าง,สถานการณ์ดีขึ้นบ้าง,agak; sedikit,Situasinya agak membaik.
sophisticated,The machine uses sophisticated technology.,정교한; 세련된,그 기계는 정교한 기술을 사용해요.,洗練された; 精巧な,その機械は精巧な技術を使っている。,精密的; 复杂的,这台机器使用精密技术。,sofisticado,La máquina usa tecnología sofisticada.,tinh vi; phức tạp,Máy sử dụng công nghệ tinh vi.,ซับซ้อน; ล้ำสมัย,เครื่องใช้เทคโนโลยีที่ซับซ้อน,canggih,Mesin itu menggunakan teknologi canggih.
source,What is the source of this information?,출처; 원천,이 정보의 출처가 뭔가요?,出典; 情報源,この情報の出典は何ですか?,来源; 根源,这个信息的来源是什么？,fuente,¿Cuál es la fuente de esta información?,nguồn,Nguồn của thông tin này là gì?,แหล่ง; ต้นตอ,แหล่งที่มาของข้อมูลนี้คืออะไร,sumber,Apa sumber informasi ini?
