perceive,People perceive the world differently.,인식하다; 감지하다,사람들은 세상을 다르게 인식해요.,知覚する; 認識する,人は世界を異なるように知覚する。,感知; 认为,人们对世界的看法不同。,percibir,Las personas perciben el mundo de manera diferente.,nhận thức; cảm nhận,Mọi người nhận thức thế giới khác nhau.,รับรู้; มองเห็น,ผู้คนรับรู้โลกแตกต่างกัน,melihat; memandang,Orang memandang dunia secara berbeda.
persist,She persisted despite the difficulties.,계속하다; 고집하다,어려움에도 불구하고 그녀는 계속했어요.,持続する; 粘り強くやる,困難にもかかわらず彼女は粘り強く続けた。,坚持; 持续,她不顾困难坚持了下来。,persistir,Persistió a pesar de las dificultades.,kiên trì,Cô ấy kiên trì bất chấp khó khăn.,ยืนหยัด; พากเพียร,เธอยืนหยัดแม้จะมีอุปสรรค,bertahan; gigih,Dia bertahan meskipun ada kesulitan.
perspective,Try to see things from a different perspective.,관점; 시각,다른 관점에서 사물을 보려고 해보세요.,視点; 観点,異なる視点から物事を見てみよう。,视角; 观点,试着从不同的角度看问题。,perspectiva,Intenta ver las cosas desde una perspectiva diferente.,quan điểm; góc nhìn,Hãy nhìn nhận mọi thứ từ góc nhìn khác.,มุมมอง; ทัศนคติ,ลองมองสิ่งต่างๆ จากมุมมองที่แตกต่าง,perspektif; sudut pandang,Cobalah melihat dari perspektif yang berbeda.
phase,The project is in its final phase.,단계; 국면,프로젝트가 마지막 단계에 있어요.,段階; フェーズ,プロジェクトは最終段階にある。,阶段; 时期,项目进入最后阶段。,fase; etapa,El proyecto está en su fase final.,giai đoạn,Dự án đang ở giai đoạn cuối.,ระยะ; ขั้นตอน,โปรเจกต์อยู่ในระยะสุดท้าย,fase; tahap,Proyek berada di fase akhir.
phenomenon,Climate change is a global phenomenon.,현상,기후 변화는 전 세계적인 현상이에요.,現象,気候変動は世界的な現象だ。,现象,气候变化是全球性现象。,fenómeno,El cambio climático es un fenómeno global.,hiện tượng,Biến đổi khí hậu là hiện tượng toàn cầu.,ปรากฏการณ์,การเปลี่ยนแปลงสภาพภูมิอากาศเป็นปรากฏการณ์ระดับโลก,fenomena,Perubahan iklim adalah fenomena global.
pioneer,She was a pioneer in computer science.,개척자; 선구자,그녀는 컴퓨터 과학의 선구자였어요.,先駆者; パイオニア,彼女はコンピュータ科学の先駆者だった。,先驱; 开拓者,她是计算机科学的先驱。,pionero,Ella fue una pionera en ciencias de la computación.,người tiên phong,Cô ấy là người tiên phong trong khoa học máy tính.,ผู้บุกเบิก,เธอเป็นผู้บุกเบิกด้านวิทยาการคอมพิวเตอร์,pelopor; perintis,Dia adalah pelopor dalam ilmu komputer.
plead,He pleaded guilty in court.,탄원하다; 변론하다,그는 법정에서 유죄를 인정했어요.,嘆願する; 弁論する,彼は法廷で有罪を認めた。,恳求; 辩护,他在法庭上认罪了。,suplicar; declararse,Se declaró culpable en el tribunal.,cầu xin; nhận tội,Anh ấy nhận tội tại tòa.,วิงวอน; ให้การ,เขาให้การรับสารภาพในศาล,memohon; mengaku,Dia mengaku bersalah di pengadilan.
pledge,The government pledged to reduce pollution.,맹세하다; 서약하다,정부가 오염을 줄이겠다고 서약했어요.,誓約する; 約束する,政府が汚染を減らすと誓約した。,承诺; 保证,政府承诺减少污染。,prometer; comprometerse,El gobierno se comprometió a reducir la contaminación.,cam kết; thề,Chính phủ cam kết giảm ô nhiễm.,ให้คำมั่น; สัญญา,รัฐบาลให้คำมั่นว่าจะลดมลพิษ,berjanji; berkomitmen,Pemerintah berjanji untuk mengurangi polusi.
policy,The school has a strict attendance policy.,정책; 방침,학교에는 엄격한 출석 정책이 있어요.,方針; ポリシー,学校には厳しい出席方針がある。,政策; 规定,学校有严格的考勤政策。,política; norma,La escuela tiene una política de asistencia estricta.,chính sách,Trường có chính sách điểm danh nghiêm ngặt.,นโยบาย,โรงเรียนมีนโยบายเข้าเรียนที่เข้มงวด,kebijakan,Sekolah memiliki kebijakan kehadiran yang ketat.
portion,She ate a large portion of the cake.,부분; 몫,그녀는 케이크의 큰 부분을 먹었어요.,部分; 一人前,彼女はケーキの大きな部分を食べた。,部分; 一份,她吃了一大份蛋糕。,porción; parte,Comió una gran porción del pastel.,phần,Cô ấy ăn một phần lớn bánh.,ส่วน; ปริมาณ,เธอกินเค้กส่วนใหญ่,porsi; bagian,Dia makan porsi kue yang besar.
pose,Unemployment poses a serious threat to society.,제기하다; 야기하다,실업은 사회에 심각한 위협을 제기해요.,もたらす; 引き起こす,失業は社会に深刻な脅威をもたらす。,构成; 造成,失业对社会构成严重威胁。,plantear; suponer,El desempleo plantea una seria amenaza a la sociedad.,gây ra; đặt ra,Thất nghiệp gây ra mối đe dọa nghiêm trọng cho xã hội.,ก่อให้เกิด; ท่าทาง,การว่างงานก่อให้เกิดภัยคุกคามร้ายแรงต่อสังคม,menimbulkan; menghadirkan,Pengangguran menimbulkan ancaman serius bagi masyarakat.
possess,She possesses great musical talent.,소유하다; 가지다,그녀는 뛰어난 음악적 재능을 가지고 있어요.,持つ; 所有する,彼女は素晴らしい音楽の才能を持っている。,拥有; 具有,她拥有出色的音乐才华。,poseer; tener,Posee un gran talento musical.,sở hữu,Cô ấy sở hữu tài năng âm nhạc tuyệt vời.,ครอบครอง; มี,เธอมีพรสวรรค์ทางดนตรีอันยอดเยี่ยม,memiliki,Dia memiliki bakat musik yang hebat.
potential,The young player has great potential.,잠재력; 가능성,젊은 선수는 큰 잠재력이 있어요.,潜在力; 可能性,若い選手には大きな潜在能力がある。,潜力; 潜能,这个年轻球员有很大潜力。,potencial,El joven jugador tiene gran potencial.,tiềm năng,Cầu thủ trẻ có tiềm năng lớn.,ศักยภาพ; ความเป็นไปได้,นักกีฬาหนุ่มมีศักยภาพสูง,potensi,Pemain muda itu memiliki potensi besar.
