hypothesis,"The scientist tested her hypothesis through a series of experiments.",가설,"그 과학자는 일련의 실험을 통해 자신의 가설을 검증했다.",仮説,"科学者は一連の実験を通じて仮説を検証した。",假说,"那位科学家通过一系列实验验证了她的假说。",hipótesis,"La científica probó su hipótesis a través de una serie de experimentos.",giả thuyết,"Nhà khoa học đã kiểm tra giả thuyết của mình qua một loạt thí nghiệm.",สมมติฐาน,"นักวิทยาศาสตร์ทดสอบสมมติฐานของเธอผ่านการทดลองหลายครั้ง",hipotesis,"Ilmuwan itu menguji hipotesisnya melalui serangkaian eksperimen."
experiment,"The experiment produced unexpected results that changed our understanding.",실험,"그 실험은 우리의 이해를 바꾸는 예상치 못한 결과를 낳았다.",実験,"その実験は予想外の結果を生み、私たちの理解を変えた。",实验,"那个实验产生了意想不到的结果，改变了我们的认识。",experimento,"El experimento produjo resultados inesperados que cambiaron nuestra comprensión.",thí nghiệm,"Thí nghiệm đã tạo ra kết quả bất ngờ làm thay đổi hiểu biết của chúng tôi.",การทดลอง,"การทดลองให้ผลลัพธ์ที่ไม่คาดคิดซึ่งเปลี่ยนความเข้าใจของเรา",eksperimen,"Eksperimen itu menghasilkan hasil tak terduga yang mengubah pemahaman kami."
variable,"You need to control every variable to get accurate results.",변수,"정확한 결과를 얻으려면 모든 변수를 통제해야 한다.",変数,"正確な結果を得るには、すべての変数を制御する必要がある。",变量,"你需要控制每个变量才能获得准确的结果。",variable,"Necesitas controlar cada variable para obtener resultados precisos.",biến số,"Bạn cần kiểm soát mọi biến số để có kết quả chính xác.",ตัวแปร,"คุณต้องควบคุมตัวแปรทุกตัวเพื่อให้ได้ผลลัพธ์ที่แม่นยำ",variabel,"Anda perlu mengontrol setiap variabel untuk mendapatkan hasil yang akurat."
observation,"Careful observation of animal behavior led to a major discovery.",관찰,"동물 행동에 대한 세심한 관찰이 중요한 발견으로 이어졌다.",観察,"動物の行動を注意深く観察したことが大きな発見につながった。",观察,"对动物行为的仔细观察促成了一项重大发现。",observación,"La observación cuidadosa del comportamiento animal llevó a un gran descubrimiento.",quan sát,"Việc quan sát kỹ hành vi động vật đã dẫn đến một phát hiện lớn.",การสังเกต,"การสังเกตพฤติกรรมสัตว์อย่างรอบคอบนำไปสู่การค้นพบครั้งสำคัญ",pengamatan,"Pengamatan cermat terhadap perilaku hewan menghasilkan penemuan besar."
theory,"Darwin's theory of evolution changed biology forever.",이론,"다윈의 진화론은 생물학을 영원히 바꿔놓았다.",理論,"ダーウィンの進化論は生物学を永遠に変えた。",理论,"达尔文的进化论永远改变了生物学。",teoría,"La teoría de la evolución de Darwin cambió la biología para siempre.",lý thuyết,"Lý thuyết tiến hóa của Darwin đã thay đổi sinh học mãi mãi.",ทฤษฎี,"ทฤษฎีวิวัฒนาการของดาร์วินเปลี่ยนชีววิทยาไปตลอดกาล",teori,"Teori evolusi Darwin mengubah biologi selamanya."
molecule,"A water molecule consists of two hydrogen atoms and one oxygen atom.",분자,"물 분자는 수소 원자 두 개와 산소 원자 한 개로 구성된다.",分子,"水分子は水素原子2つと酸素原子1つで構成されている。",分子,"一个水分子由两个氢原子和一个氧原子组成。",molécula,"Una molécula de agua consiste en dos átomos de hidrógeno y uno de oxígeno.",phân tử,"Một phân tử nước gồm hai nguyên tử hydro và một nguyên tử oxy.",โมเลกุล,"โมเลกุลของน้ำประกอบด้วยอะตอมไฮโดรเจนสองอะตอมและออกซิเจนหนึ่งอะตอม",molekul,"Sebuah molekul air terdiri dari dua atom hidrogen dan satu atom oksigen."
atom,"The atom is the basic building block of all matter.",원자,"원자는 모든 물질의 기본 구성 요소이다.",原子,"原子はすべての物質の基本的な構成要素である。",原子,"原子是所有物质的基本组成单元。",átomo,"El átomo es el bloque básico de construcción de toda la materia.",nguyên tử,"Nguyên tử là đơn vị cơ bản cấu tạo nên mọi vật chất.",อะตอม,"อะตอมเป็นหน่วยพื้นฐานของสสารทั้งหมด",atom,"Atom adalah unit dasar penyusun semua materi."
organism,"Every living organism needs water to survive.",유기체,"모든 살아있는 유기체는 생존하기 위해 물이 필요하다.",生物,"すべての生物は生きるために水を必要とする。",有机体,"每个活的有机体都需要水来生存。",organismo,"Todo organismo vivo necesita agua para sobrevivir.",sinh vật,"Mọi sinh vật sống đều cần nước để tồn tại.",สิ่งมีชีวิต,"สิ่งมีชีวิตทุกชนิดต้องการน้ำเพื่อความอยู่รอด",organisme,"Setiap organisme hidup membutuhkan air untuk bertahan hidup."
species,"Scientists have discovered a new species of frog in the rainforest.",종,"과학자들이 열대우림에서 새로운 종의 개구리를 발견했다.",種,"科学者たちは熱帯雨林で新種のカエルを発見した。",物种,"科学家在热带雨林中发现了一种新的蛙类物种。",especie,"Los científicos han descubierto una nueva especie de rana en la selva tropical.",loài,"Các nhà khoa học đã phát hiện một loài ếch mới trong rừng nhiệt đới.",สายพันธุ์,"นักวิทยาศาสตร์ค้นพบกบสายพันธุ์ใหม่ในป่าฝน",spesies,"Para ilmuwan telah menemukan spesies katak baru di hutan hujan."
evolution,"Evolution occurs over millions of years through natural selection.",진화,"진화는 자연선택을 통해 수백만 년에 걸쳐 일어난다.",進化,"進化は自然選択を通じて何百万年もかけて起こる。",进化,"进化通过自然选择在数百万年间发生。",evolución,"La evolución ocurre durante millones de años a través de la selección natural.",tiến hóa,"Tiến hóa diễn ra qua hàng triệu năm thông qua chọn lọc tự nhiên.",วิวัฒนาการ,"วิวัฒนาการเกิดขึ้นตลอดหลายล้านปีผ่านการคัดเลือกโดยธรรมชาติ",evolusi,"Evolusi terjadi selama jutaan tahun melalui seleksi alam."
gravity,"Gravity keeps the planets in orbit around the sun.",중력,"중력은 행성들을 태양 주위의 궤도에 머물게 한다.",重力,"重力が惑星を太陽の周りの軌道に保っている。",引力,"引力使行星围绕太阳运行。",gravedad,"La gravedad mantiene los planetas en órbita alrededor del sol.",trọng lực,"Trọng lực giữ các hành tinh trên quỹ đạo quanh mặt trời.",แรงโน้มถ่วง,"แรงโน้มถ่วงทำให้ดาวเคราะห์โคจรรอบดวงอาทิตย์",gravitasi,"Gravitasi menjaga planet-planet tetap di orbit mengelilingi matahari."
radiation,"Prolonged exposure to radiation can be harmful to human health.",방사선,"방사선에 장기간 노출되면 인체 건강에 해로울 수 있다.",放射線,"放射線への長期的な曝露は人体に有害となりうる。",辐射,"长时间暴露在辐射下对人体健康有害。",radiación,"La exposición prolongada a la radiación puede ser perjudicial para la salud.",bức xạ,"Tiếp xúc lâu với bức xạ có thể gây hại cho sức khỏe con người.",รังสี,"การสัมผัสรังสีเป็นเวลานานอาจเป็นอันตรายต่อสุขภาพ",radiasi,"Paparan radiasi yang berkepanjangan dapat berbahaya bagi kesehatan manusia."
satellite,"The satellite orbits the Earth and sends back weather data.",위성,"그 위성은 지구를 돌며 기상 데이터를 보내온다.",衛星,"その衛星は地球を周回し、気象データを送り返す。",卫星,"这颗卫星绕地球运行并传回气象数据。",satélite,"El satélite orbita la Tierra y envía datos meteorológicos.",vệ tinh,"Vệ tinh quay quanh Trái Đất và gửi về dữ liệu thời tiết.",ดาวเทียม,"ดาวเทียมโคจรรอบโลกและส่งข้อมูลสภาพอากาศกลับมา",satelit,"Satelit itu mengorbit Bumi dan mengirimkan data cuaca."
specimen,"The museum has a rare specimen of an ancient insect preserved in amber.",표본,"그 박물관에는 호박에 보존된 고대 곤충의 희귀한 표본이 있다.",標本,"その博物館には琥珀に保存された古代昆虫の貴重な標本がある。",标本,"博物馆有一件保存在琥珀中的珍贵古代昆虫标本。",espécimen,"El museo tiene un espécimen raro de un insecto antiguo preservado en ámbar.",mẫu vật,"Bảo tàng có một mẫu vật quý hiếm của côn trùng cổ đại được bảo quản trong hổ phách.",ตัวอย่าง,"พิพิธภัณฑ์มีตัวอย่างหายากของแมลงโบราณที่เก็บรักษาไว้ในอำพัน",spesimen,"Museum itu memiliki spesimen langka serangga kuno yang terawetkan dalam amber."
microscope,"She examined the cells under a powerful microscope.",현미경,"그녀는 고성능 현미경으로 세포를 관찰했다.",顕微鏡,"彼女は強力な顕微鏡で細胞を観察した。",显微镜,"她用高倍显微镜观察了细胞。",microscopio,"Ella examinó las células bajo un microscopio potente.",kính hiển vi,"Cô ấy đã kiểm tra các tế bào dưới kính hiển vi mạnh.",กล้องจุลทรรศน์,"เธอตรวจสอบเซลล์ภายใต้กล้องจุลทรรศน์กำลังสูง",mikroskop,"Dia memeriksa sel-sel di bawah mikroskop yang kuat."
laboratory,"The new laboratory is equipped with the latest technology.",실험실,"새 실험실은 최신 기술을 갖추고 있다.",研究室,"新しい研究室は最新の技術を備えている。",实验室,"新实验室配备了最新技术。",laboratorio,"El nuevo laboratorio está equipado con la última tecnología.",phòng thí nghiệm,"Phòng thí nghiệm mới được trang bị công nghệ mới nhất.",ห้องปฏิบัติการ,"ห้องปฏิบัติการใหม่ติดตั้งเทคโนโลยีล่าสุด",laboratorium,"Laboratorium baru itu dilengkapi dengan teknologi terbaru."
formula,"The chemical formula for water is H2O.",공식,"물의 화학식은 H2O이다.",公式,"水の化学式はH2Oである。",公式,"水的化学式是H2O。",fórmula,"La fórmula química del agua es H2O.",công thức,"Công thức hóa học của nước là H2O.",สูตร,"สูตรเคมีของน้ำคือ H2O",rumus,"Rumus kimia air adalah H2O."
bacteria,"Some bacteria are helpful while others can cause disease.",세균,"일부 세균은 유익하지만 다른 세균은 질병을 일으킬 수 있다.",細菌,"有益な細菌もあれば、病気を引き起こす細菌もある。",细菌,"一些细菌是有益的，而另一些则会致病。",bacterias,"Algunas bacterias son útiles mientras que otras pueden causar enfermedades.",vi khuẩn,"Một số vi khuẩn có lợi trong khi số khác có thể gây bệnh.",แบคทีเรีย,"แบคทีเรียบางชนิดมีประโยชน์ในขณะที่บางชนิดทำให้เกิดโรค",bakteri,"Beberapa bakteri bermanfaat sementara yang lain dapat menyebabkan penyakit."
