abdicate,"The king decided to abdicate the throne.",퇴위하다,"왕은 왕위에서 퇴위하기로 결정했다.",退位する,"王は退位することを決定した.",退位,"国王决定退位。",abdicar,"El rey decidió abdicar del trono.",thoái vị,"Nhà vua quyết định thoái vị.",สละราชสมบัติ,"กษัตริย์ตัดสินใจสละราชสมบัติ",turun takhta,"Raja memutuskan untuk turun takhta."
abhor,"She abhors violence in any form.",혐오하다,"그녀는 어떤 형태의 폭력도 혐오한다.",忌み嫌う,"彼女はいかなる形の暴力も忌み嫌う.",憎恶,"她憎恶任何形式的暴力。",aborrecer,"Ella aborrece la violencia en cualquier forma.",ghê tởm,"Cô ấy ghê tởm bạo lực dưới mọi hình thức.",รังเกียจ,"เธอรังเกียจความรุนแรงในทุกรูปแบบ",membenci,"Dia membenci kekerasan dalam bentuk apa pun."
abrogate,"The government abrogated the outdated treaty.",폐기하다,"정부가 구식 조약을 폐기했다.",廃棄する,"政府は時代遅れの条約を廃棄した.",废除,"政府废除了过时的条约。",abrogar,"El gobierno abrogó el tratado obsoleto.",bãi bỏ,"Chính phủ đã bãi bỏ hiệp ước lỗi thời.",ยกเลิก,"รัฐบาลยกเลิกสนธิสัญญาที่ล้าสมัย",membatalkan,"Pemerintah membatalkan perjanjian yang sudah usang."
accolade,"She received an accolade for her groundbreaking research.",찬사,"그녀는 획기적인 연구로 찬사를 받았다.",賛辞,"彼女は画期的な研究で賛辞を受けた.",荣誉,"她因开创性研究获得荣誉。",galardón,"Recibió un galardón por su investigación innovadora.",giải thưởng,"Cô ấy nhận giải thưởng cho nghiên cứu đột phá.",รางวัลเกียรติยศ,"เธอได้รับรางวัลเกียรติยศสำหรับงานวิจัยบุกเบิก",penghargaan,"Dia menerima penghargaan untuk penelitian terobosannya."
acrimonious,"The divorce proceedings became acrimonious.",격렬한,"이혼 절차가 격렬해졌다.",辛辣な,"離婚手続きは辛辣なものとなった.",尖刻的,"离婚诉讼变得尖刻。",acrimonioso,"Los procedimientos de divorcio se volvieron acrimoniosos.",gay gắt,"Quá trình ly hôn trở nên gay gắt.",รุนแรง,"กระบวนการหย่าร้างกลายเป็นเรื่องรุนแรง",sengit,"Proses perceraian menjadi sengit."
admonish,"The teacher admonished the student for cheating.",훈계하다,"선생님이 부정행위를 한 학생을 훈계했다.",叱責する,"教師はカンニングした生徒を叱責した.",训诫,"老师训诫了作弊的学生。",amonestar,"La maestra amonestó al estudiante por hacer trampa.",răn đe,"Giáo viên đã răn đe học sinh vì gian lận.",ตักเตือน,"ครูตักเตือนนักเรียนที่โกงสอบ",menegur,"Guru menegur siswa karena menyontek."
adulterate,"The manufacturer adulterated the food with harmful chemicals.",불순물을 섞다,"제조업자가 유해 화학물질로 식품에 불순물을 섞었다.",混ぜ物をする,"製造業者は有害な化学物質で食品に混ぜ物をした.",掺假,"制造商用有害化学物质掺假食品。",adulterar,"El fabricante adulteró la comida con químicos dañinos.",pha trộn,"Nhà sản xuất đã pha trộn thực phẩm với hóa chất độc hại.",ปลอมปน,"ผู้ผลิตปลอมปนอาหารด้วยสารเคมีที่เป็นอันตราย",memalsukan,"Produsen memalsukan makanan dengan bahan kimia berbahaya."
aegis,"The project operates under the aegis of the United Nations.",후원,"그 프로젝트는 유엔의 후원 하에 운영된다.",庇護,"そのプロジェクトは国連の庇護の下で運営されている.",庇护,"该项目在联合国的庇护下运作。",égida,"El proyecto opera bajo la égida de las Naciones Unidas.",sự bảo trợ,"Dự án hoạt động dưới sự bảo trợ của Liên Hợp Quốc.",การอุปถัมภ์,"โครงการดำเนินการภายใต้การอุปถัมภ์ของสหประชาชาติ",naungan,"Proyek ini beroperasi di bawah naungan Perserikatan Bangsa-Bangsa."
aggrandize,"The dictator used propaganda to aggrandize his image.",과대하게 만들다,"독재자는 자신의 이미지를 과대하게 만들기 위해 선전을 사용했다.",誇大する,"独裁者はプロパガンダを使って自分のイメージを誇大した.",夸大,"独裁者用宣传来夸大自己的形象。",engrandecer,"El dictador usó propaganda para engrandecer su imagen.",phóng đại,"Nhà độc tài sử dụng tuyên truyền để phóng đại hình ảnh của mình.",ยกย่องเกินจริง,"เผด็จการใช้โฆษณาชวนเชื่อเพื่อยกย่องภาพลักษณ์ของตนเกินจริง",membesar-besarkan,"Diktator menggunakan propaganda untuk membesar-besarkan citranya."
alacrity,"She accepted the job offer with alacrity.",민첩함,"그녀는 민첩하게 취업 제안을 수락했다.",敏速さ,"彼女は敏速さをもって求人を受け入れた.",敏捷,"她迅速接受了工作邀请。",presteza,"Ella aceptó la oferta de trabajo con presteza.",sự nhanh nhẹn,"Cô ấy chấp nhận lời mời làm việc một cách nhanh nhẹn.",ความกระตือรือร้น,"เธอรับข้อเสนองานด้วยความกระตือรือร้น",kesigapan,"Dia menerima tawaran pekerjaan dengan kesigapan."
amalgamate,"The two companies amalgamated to form a larger corporation.",합병하다,"두 회사가 합병하여 더 큰 기업을 형성했다.",合併する,"2つの会社が合併してより大きな企業を形成した.",合并,"两家公司合并成一家更大的公司。",fusionar,"Las dos empresas se fusionaron para formar una corporación más grande.",sáp nhập,"Hai công ty đã sáp nhập để thành lập tập đoàn lớn hơn.",รวม,"สองบริษัทรวมกันเพื่อจัดตั้งบริษัทที่ใหญ่ขึ้น",menggabungkan,"Kedua perusahaan bergabung membentuk korporasi yang lebih besar."
ambivalent,"He felt ambivalent about accepting the promotion.",양면적인,"그는 승진 수락에 대해 양면적인 감정을 느꼈다.",両価的な,"彼は昇進を受け入れることに両価的な気持ちだった.",矛盾的,"他对接受晋升感到矛盾。",ambivalente,"Se sentía ambivalente sobre aceptar el ascenso.",mâu thuẫn,"Anh ấy cảm thấy mâu thuẫn về việc nhận thăng chức.",สองจิตสองใจ,"เขารู้สึกสองจิตสองใจเกี่ยวกับการรับการเลื่อนตำแหน่ง",ambivalen,"Dia merasa ambivalen tentang menerima promosi."
