passport,Please show me your passport.,여권,여권을 보여 주세요.,パスポート,パスポートを見せてください。,护照,请给我看你的护照。,pasaporte,Por favor muéstreme su pasaporte.,hộ chiếu,Xin hãy cho tôi xem hộ chiếu của bạn.,หนังสือเดินทาง,กรุณาแสดงหนังสือเดินทาง,paspor,Silakan tunjukkan paspor Anda.
luggage,My luggage is very heavy.,짐,제 짐이 매우 무거워요.,荷物,荷物がとても重い。,行李,我的行李很重。,equipaje,Mi equipaje es muy pesado.,hành lý,Hành lý của tôi rất nặng.,กระเป๋าเดินทาง,กระเป๋าเดินทางของฉันหนักมาก,bagasi,Bagasi saya sangat berat.
reservation,I have a hotel reservation.,예약,호텔 예약이 있어요.,予約,ホテルの予約があります。,预订,我有酒店预订。,reservación,Tengo una reservación de hotel.,đặt phòng,Tôi có đặt phòng khách sạn.,การจอง,ฉันมีการจองโรงแรม,reservasi,Saya punya reservasi hotel.
departure,The departure time is 10 AM.,출발,출발 시간은 오전 10시예요.,出発,出発時間は午前10時です。,出发,出发时间是上午十点。,salida,La hora de salida es a las 10 AM.,khởi hành,Thời gian khởi hành là 10 giờ sáng.,ออกเดินทาง,เวลาออกเดินทางคือ 10 โมงเช้า,keberangkatan,Waktu keberangkatan jam 10 pagi.
arrival,Our arrival is at 3 PM.,도착,도착은 오후 3시예요.,到着,到着は午後3時です。,到达,我们下午三点到达。,llegada,Nuestra llegada es a las 3 PM.,đến nơi,Chúng tôi đến nơi lúc 3 giờ chiều.,มาถึง,เรามาถึงตอนบ่าย 3 โมง,kedatangan,Kedatangan kami jam 3 sore.
boarding pass,Show your boarding pass at the gate.,탑승권,게이트에서 탑승권을 보여 주세요.,搭乗券,ゲートで搭乗券を見せてください。,登机牌,在登机口出示登机牌。,tarjeta de embarque,Muestre su tarjeta de embarque en la puerta.,thẻ lên máy bay,Hãy xuất trình thẻ lên máy bay tại cổng.,บัตรขึ้นเครื่อง,แสดงบัตรขึ้นเครื่องที่ประตู,boarding pass,Tunjukkan boarding pass di gerbang.
flight,My flight leaves at noon.,비행기,제 비행기는 정오에 출발해요.,フライト,フライトは正午に出発する。,航班,我的航班中午起飞。,vuelo,Mi vuelo sale al mediodía.,chuyến bay,Chuyến bay của tôi khởi hành lúc trưa.,เที่ยวบิน,เที่ยวบินของฉันออกตอนเที่ยง,penerbangan,Penerbangan saya berangkat siang.
souvenir,I bought a souvenir for my friend.,기념품,친구에게 기념품을 샀어요.,お土産,友達にお土産を買った。,纪念品,我给朋友买了纪念品。,recuerdo,Compré un recuerdo para mi amigo.,quà lưu niệm,Tôi đã mua quà lưu niệm cho bạn.,ของที่ระลึก,ฉันซื้อของที่ระลึกให้เพื่อน,oleh-oleh,Saya membeli oleh-oleh untuk teman.
guide,The tour guide was very friendly.,가이드,관광 가이드가 매우 친절했어요.,ガイド,ツアーガイドはとても親切だった。,导游,导游非常友好。,guía,El guía turístico fue muy amable.,hướng dẫn viên,Hướng dẫn viên rất thân thiện.,ไกด์,ไกด์ทัวร์เป็นกันเองมาก,pemandu,Pemandu wisata sangat ramah.
destination,What is your travel destination?,목적지,여행 목적지가 어디예요?,目的地,旅行の目的地はどこですか？,目的地,你的旅行目的地是哪里？,destino,¿Cuál es tu destino de viaje?,điểm đến,Điểm đến du lịch của bạn là đâu?,จุดหมายปลายทาง,จุดหมายปลายทางการเดินทางของคุณคือที่ไหน,tujuan,Apa tujuan perjalanan Anda?
