squirrel,A squirrel is eating nuts in the tree.,다람쥐,다람쥐가 나무에서 견과류를 먹고 있어요.,リス,リスが木の上でナッツを食べている。,松鼠,一只松鼠在树上吃坚果。,ardilla,Una ardilla está comiendo nueces en el árbol.,con sóc,Một con sóc đang ăn hạt trên cây.,กระรอก,กระรอกกำลังกินถั่วบนต้นไม้,tupai,Seekor tupai sedang makan kacang di pohon.
owl,The owl hunts at night.,올빼미; 부엉이,올빼미는 밤에 사냥을 해요.,フクロウ,フクロウは夜に狩りをする。,猫头鹰,猫头鹰在夜间捕猎。,búho,El búho caza de noche.,cú mèo,Cú mèo săn mồi vào ban đêm.,นกฮูก,นกฮูกล่าเหยื่อในเวลากลางคืน,burung hantu,Burung hantu berburu di malam hari.
eagle,The eagle flew high in the sky.,독수리,독수리가 하늘 높이 날았어요.,ワシ,ワシが空高く飛んだ。,鹰; 老鹰,老鹰在天空中高高飞翔。,águila,El águila voló alto en el cielo.,đại bàng,Đại bàng bay cao trên bầu trời.,นกอินทรี,นกอินทรีบินสูงในท้องฟ้า,elang,Elang terbang tinggi di langit.
fox,A fox ran across the field.,여우,여우가 들판을 가로질러 달렸어요.,キツネ,キツネが野原を横切って走った。,狐狸,一只狐狸跑过田野。,zorro,Un zorro corrió por el campo.,cáo,Một con cáo chạy qua cánh đồng.,สุนัขจิ้งจอก,สุนัขจิ้งจอกวิ่งข้ามทุ่ง,rubah,Seekor rubah berlari melintasi ladang.
deer,We saw a deer in the forest.,사슴,우리는 숲에서 사슴을 봤어요.,シカ,森で鹿を見ました。,鹿,我们在森林里看到了一只鹿。,ciervo; venado,Vimos un ciervo en el bosque.,hươu; nai,Chúng tôi thấy một con hươu trong rừng.,กวาง,เราเห็นกวางในป่า,rusa,Kami melihat rusa di hutan.
butterfly,A beautiful butterfly landed on the flower.,나비,아름다운 나비가 꽃에 앉았어요.,チョウ,きれいな蝶が花にとまった。,蝴蝶,一只美丽的蝴蝶落在花上。,mariposa,Una hermosa mariposa se posó en la flor.,bướm,Một con bướm đẹp đậu trên hoa.,ผีเสื้อ,ผีเสื้อสวยเกาะบนดอกไม้,kupu-kupu,Seekor kupu-kupu cantik hinggap di bunga.
grasshopper,The grasshopper jumped very high.,메뚜기,메뚜기가 아주 높이 뛰었어요.,バッタ,バッタがとても高く跳んだ。,蚱蜢; 蝗虫,蚱蜢跳得很高。,saltamontes,El saltamontes saltó muy alto.,châu chấu,Con châu chấu nhảy rất cao.,ตั๊กแตน,ตั๊กแตนกระโดดสูงมาก,belalang,Belalang itu melompat sangat tinggi.
frog,The frog jumped into the pond.,개구리,개구리가 연못에 뛰어들었어요.,カエル,カエルが池に飛び込んだ。,青蛙,青蛙跳进了池塘。,rana,La rana saltó al estanque.,con ếch,Con ếch nhảy vào ao.,กบ,กบกระโดดลงบ่อน้ำ,katak,Katak itu melompat ke kolam.
parrot,The parrot can say many words.,앵무새,앵무새는 많은 단어를 말할 수 있어요.,オウム,オウムはたくさんの言葉を話せる。,鹦鹉,鹦鹉能说很多词。,loro,El loro puede decir muchas palabras.,con vẹt,Con vẹt có thể nói nhiều từ.,นกแก้ว,นกแก้วพูดได้หลายคำ,burung beo,Burung beo bisa mengucapkan banyak kata.
swan,Two white swans swim in the lake.,백조,두 마리의 하얀 백조가 호수에서 헤엄치고 있어요.,白鳥,二羽の白い白鳥が湖で泳いでいる。,天鹅,两只白天鹅在湖里游泳。,cisne,Dos cisnes blancos nadan en el lago.,thiên nga,Hai con thiên nga trắng bơi trong hồ.,หงส์,หงส์ขาวสองตัวว่ายน้ำในทะเลสาบ,angsa,Dua angsa putih berenang di danau.
snail,The snail moves very slowly.,달팽이,달팽이는 매우 느리게 움직여요.,カタツムリ,カタツムリはとてもゆっくり動く。,蜗牛,蜗牛移动得非常慢。,caracol,El caracol se mueve muy lentamente.,ốc sên,Ốc sên di chuyển rất chậm.,หอยทาก,หอยทากเคลื่อนที่ช้ามาก,siput,Siput bergerak sangat lambat.
lizard,A small lizard is on the wall.,도마뱀,작은 도마뱀이 벽에 있어요.,トカゲ,小さなトカゲが壁にいる。,蜥蜴,一只小蜥蜴在墙上。,lagartija,Una pequeña lagartija está en la pared.,thằn lằn,Một con thằn lằn nhỏ trên tường.,จิ้งจก,จิ้งจกตัวเล็กอยู่บนกำแพง,kadal,Seekor kadal kecil di dinding.
mouse (animal),The cat chased the mouse.,생쥐,고양이가 생쥐를 쫓았어요.,ネズミ,猫がネズミを追いかけた。,老鼠,猫追着老鼠跑。,ratón,El gato persiguió al ratón.,chuột,Con mèo đuổi con chuột.,หนู,แมววิ่งไล่จับหนู,tikus,Kucing mengejar tikus.
goat,The farmer has ten goats.,염소,농부에게는 열 마리의 염소가 있어요.,ヤギ,農家は十匹のヤギを飼っている。,山羊,农夫养了十只山羊。,cabra,El granjero tiene diez cabras.,con dê,Người nông dân có mười con dê.,แพะ,เกษตรกรมีแพะสิบตัว,kambing,Petani itu memiliki sepuluh kambing.
sheep,The sheep are eating grass on the hill.,양,양들이 언덕에서 풀을 먹고 있어요.,ヒツジ,羊が丘の上で草を食べている。,绵羊,羊在山坡上吃草。,oveja,Las ovejas están comiendo hierba en la colina.,con cừu,Những con cừu đang ăn cỏ trên đồi.,แกะ,แกะกำลังกินหญ้าบนเนินเขา,domba,Domba-domba sedang makan rumput di bukit.
rooster,The rooster crows every morning.,수탉,수탉은 매일 아침 울어요.,雄鶏,雄鶏は毎朝鳴く。,公鸡,公鸡每天早上打鸣。,gallo,El gallo canta cada mañana.,gà trống,Gà trống gáy mỗi sáng.,ไก่ตัวผู้,ไก่ตัวผู้ขันทุกเช้า,ayam jantan,Ayam jantan berkokok setiap pagi.
hen,The hen laid three eggs.,암탉,암탉이 달걀 세 개를 낳았어요.,雌鶏,雌鶏が卵を三つ産んだ。,母鸡,母鸡下了三个蛋。,gallina,La gallina puso tres huevos.,gà mái,Gà mái đẻ ba quả trứng.,ไก่ตัวเมีย,ไก่ตัวเมียออกไข่สามฟอง,ayam betina,Ayam betina bertelur tiga butir.
continent,There are seven continents in the world.,대륙,세계에는 7개의 대륙이 있어요.,大陸,世界には七つの大陸がある。,大洲; 大陆,世界上有七大洲。,continente,Hay siete continentes en el mundo.,lục địa; châu,Có bảy châu lục trên thế giới.,ทวีป,มีเจ็ดทวีปในโลก,benua,Ada tujuh benua di dunia.
desert,The desert is very hot during the day.,사막,사막은 낮에 매우 더워요.,砂漠,砂漠は日中とても暑い。,沙漠,沙漠白天非常热。,desierto,El desierto es muy caluroso durante el día.,sa mạc,Sa mạc rất nóng vào ban ngày.,ทะเลทราย,ทะเลทรายร้อนมากในเวลากลางวัน,gurun,Gurun sangat panas di siang hari.
coast,We drove along the coast.,해안,우리는 해안을 따라 드라이브했어요.,海岸,私たちは海岸沿いを走った。,海岸,我们沿着海岸开车。,costa,Conducimos a lo largo de la costa.,bờ biển,Chúng tôi lái xe dọc bờ biển.,ชายฝั่ง,เราขับรถไปตามชายฝั่ง,pantai; pesisir,Kami berkendara di sepanjang pesisir.
cliff,Be careful near the edge of the cliff.,절벽,절벽 가장자리 근처에서 조심하세요.,崖,崖の端の近くは気をつけてください。,悬崖,在悬崖边要小心。,acantilado,Ten cuidado cerca del borde del acantilado.,vách đá,Cẩn thận gần mép vách đá.,หน้าผา,ระวังใกล้ขอบหน้าผา,tebing,Hati-hati di dekat tepi tebing.
cave,We explored a dark cave.,동굴,우리는 어두운 동굴을 탐험했어요.,洞窟,私たちは暗い洞窟を探検した。,洞穴,我们探索了一个黑暗的洞穴。,cueva,Exploramos una cueva oscura.,hang động,Chúng tôi khám phá một hang động tối.,ถ้ำ,เราสำรวจถ้ำมืด,gua,Kami menjelajahi gua gelap.
waterfall,The waterfall was very beautiful.,폭포,폭포가 매우 아름다웠어요.,滝,滝はとても美しかった。,瀑布,瀑布非常美丽。,cascada,La cascada era muy hermosa.,thác nước,Thác nước rất đẹp.,น้ำตก,น้ำตกสวยมาก,air terjun,Air terjun itu sangat indah.
meadow,The children played in the meadow.,초원; 풀밭,아이들이 초원에서 놀았어요.,草原; 牧草地,子供たちは草原で遊んだ。,草地; 牧场,孩子们在草地上玩耍。,pradera; prado,Los niños jugaron en el prado.,đồng cỏ,Bọn trẻ chơi trên đồng cỏ.,ทุ่งหญ้า,เด็ก ๆ เล่นบนทุ่งหญ้า,padang rumput,Anak-anak bermain di padang rumput.
pond,There are fish in the pond.,연못,연못에 물고기가 있어요.,池,池には魚がいる。,池塘,池塘里有鱼。,estanque,Hay peces en el estanque.,ao,Có cá trong ao.,สระน้ำ; บ่อน้ำ,มีปลาในสระน้ำ,kolam,Ada ikan di kolam.
stream,A small stream runs through the village.,시냇물; 개울,작은 시냇물이 마을을 흐르고 있어요.,小川,小さな小川が村を流れている。,小溪,一条小溪流过村庄。,arroyo,Un pequeño arroyo pasa por el pueblo.,suối; dòng suối,Một dòng suối nhỏ chảy qua ngôi làng.,ลำธาร,ลำธารเล็ก ๆ ไหลผ่านหมู่บ้าน,sungai kecil,Sebuah sungai kecil mengalir melewati desa.
harbor,The boats are safe in the harbor.,항구,배들이 항구에서 안전해요.,港,船は港で安全です。,港口,船在港口里很安全。,puerto,Los barcos están seguros en el puerto.,bến cảng,Các tàu an toàn trong bến cảng.,ท่าเรือ,เรืออยู่อย่างปลอดภัยในท่าเรือ,pelabuhan,Kapal-kapal aman di pelabuhan.
receipt,Keep the receipt for your return.,영수증,반품을 위해 영수증을 보관하세요.,レシート; 領収書,返品のためにレシートを保管してください。,收据,保留收据以便退货。,recibo,Guarda el recibo para tu devolución.,biên lai; hóa đơn,Giữ biên lai để đổi trả.,ใบเสร็จ,เก็บใบเสร็จไว้สำหรับการคืนสินค้า,kuitansi; struk,Simpan struk untuk pengembalian.
discount,There is a 20 percent discount today.,할인,오늘 20퍼센트 할인이 있어요.,割引,今日は20パーセント割引です。,折扣,今天有八折优惠。,descuento,Hay un descuento del 20 por ciento hoy.,giảm giá,Hôm nay giảm giá 20 phần trăm.,ส่วนลด,วันนี้มีส่วนลด 20 เปอร์เซ็นต์,diskon,Hari ini ada diskon 20 persen.
cashier,Pay at the cashier near the exit.,계산원; 캐셔,출구 근처 계산대에서 결제하세요.,レジ; レジ係,出口近くのレジで支払ってください。,收银员,在出口附近的收银台付款。,cajero,Paga en el cajero cerca de la salida.,thu ngân,Thanh toán tại quầy thu ngân gần lối ra.,แคชเชียร์,จ่ายเงินที่แคชเชียร์ใกล้ทางออก,kasir,Bayar di kasir dekat pintu keluar.
