ameliorate,"The new policy aims to ameliorate the harsh conditions faced by migrant workers.",개선하다,"새로운 정책은 이주 노동자들이 직면한 가혹한 조건을 개선하는 것을 목표로 한다.",改善する,新しい政策は移民労働者が直面する厳しい条件を改善することを目指している。,改善,新政策旨在改善外来务工人员面临的恶劣条件。,mejorar,La nueva política tiene como objetivo mejorar las duras condiciones que enfrentan los trabajadores migrantes.,cải thiện,Chính sách mới nhằm cải thiện các điều kiện khắc nghiệt mà người lao động di cư phải đối mặt.,บรรเทา,นโยบายใหม่มุ่งบรรเทาสภาพที่รุนแรงที่แรงงานข้ามชาติต้องเผชิญ,memperbaiki,Kebijakan baru bertujuan untuk memperbaiki kondisi keras yang dihadapi pekerja migran.
supercilious,"His supercilious manner alienated colleagues who might otherwise have supported his proposal.",거만한,"그의 거만한 태도는 그의 제안을 지지했을지도 모르는 동료들을 멀어지게 했다.",横柄な,彼の横柄な態度は彼の提案を支持したかもしれない同僚を遠ざけた。,傲慢的,他傲慢的态度疏远了原本可能支持他提案的同事。,altivo,Su actitud altiva alejó a colegas que de otro modo podrían haber apoyado su propuesta.,kênh kiệu,Thái độ kênh kiệu của anh ta đã làm xa lánh các đồng nghiệp vốn có thể đã ủng hộ đề xuất của anh.,หยิ่งยโส,ท่าทีหยิ่งยโสของเขาทำให้เพื่อนร่วมงานที่อาจสนับสนุนข้อเสนอของเขาแปลกแยกออกไป,sombong,Sikapnya yang sombong mengasingkan rekan-rekan yang mungkin mendukung proposalnya.
impervious,"The CEO appeared impervious to the mounting criticism from shareholders and media alike.",불감한; 영향받지 않는,"그 CEO는 주주와 미디어 모두의 거세지는 비판에 영향받지 않는 것처럼 보였다.",無頓着な,そのCEOは株主やメディアからの高まる批判に対して無頓着に見えた。,不受影响的,这位首席执行官似乎不受股东和媒体日益增加的批评的影响。,impermeable,El CEO parecía impermeable a las crecientes críticas tanto de los accionistas como de los medios.,không bị ảnh hưởng,Vị CEO dường như không bị ảnh hưởng bởi những lời chỉ trích ngày càng tăng từ cổ đông và truyền thông.,ไม่สะทกสะท้าน,ซีอีโอดูไม่สะทกสะท้านต่อคำวิจารณ์ที่เพิ่มขึ้นจากทั้งผู้ถือหุ้นและสื่อ,kebal,CEO tersebut tampak kebal terhadap kritik yang meningkat dari pemegang saham maupun media.
platitude,"The politician's speech was filled with empty platitudes that offered no concrete solutions.",진부한 말,"정치인의 연설은 구체적인 해결책을 제시하지 않는 공허한 진부한 말로 가득했다.",陳腐な言葉,その政治家の演説は具体的な解決策を提供しない空虚な陳腐な言葉で満ちていた。,陈词滥调,这位政治家的演讲充满了空洞的陈词滥调没有提供任何具体的解决方案。,lugar común,El discurso del político estaba lleno de lugares comunes vacíos que no ofrecían soluciones concretas.,lời sáo rỗng,Bài phát biểu của chính trị gia đầy những lời sáo rỗng không đưa ra giải pháp cụ thể nào.,คำพูดซ้ำซาก,สุนทรพจน์ของนักการเมืองเต็มไปด้วยคำพูดซ้ำซากว่างเปล่าที่ไม่มีทางออกที่เป็นรูปธรรม,klise,Pidato politisi itu dipenuhi dengan klise kosong yang tidak menawarkan solusi konkret.
irascible,"The irascible professor was notorious for losing his temper over trivial interruptions.",성미 급한,"성미 급한 교수는 사소한 방해에 화를 내는 것으로 악명이 높았다.",短気な,その短気な教授は些細な妨害で怒りを爆発させることで悪名高かった。,易怒的,这位易怒的教授因为琐碎的打扰而大发脾气而臭名昭著。,irascible,El irascible profesor era famoso por perder los estribos por interrupciones triviales.,nóng tính,Vị giáo sư nóng tính nổi tiếng vì hay nổi giận vì những sự gián đoạn nhỏ nhặt.,โกรธง่าย,ศาสตราจารย์ที่โกรธง่ายมีชื่อเสียงในการเสียอารมณ์กับการรบกวนเล็กๆ น้อยๆ,pemarah,Profesor pemarah itu terkenal kehilangan kesabaran karena gangguan sepele.
grandiloquent,"The grandiloquent opening statement masked the weakness of the lawyer's actual argument.",거창한,"거창한 모두 진술은 변호사의 실제 논거의 허약함을 감추었다.",大げさな,大げさな冒頭陳述は弁護士の実際の議論の弱さを隠した。,浮夸的,浮夸的开场白掩盖了律师实际论点的薄弱。,grandilocuente,La grandilocuente declaración de apertura enmascaró la debilidad del argumento real del abogado.,đại ngôn,Lời tuyên bố mở đầu đại ngôn che giấu sự yếu kém của lập luận thực tế của luật sư.,โอ้อวด,คำแถลงเปิดที่โอ้อวดปกปิดจุดอ่อนของข้อโต้แย้งจริงของทนายความ,muluk-muluk,Pernyataan pembukaan yang muluk-muluk menutupi kelemahan argumen sebenarnya dari pengacara tersebut.
soporific,"The soporific lecture caused half the audience to drift into sleep before the intermission.",졸음을 유발하는,"졸음을 유발하는 강의는 쉬는 시간 전에 청중의 절반이 잠에 빠지게 만들었다.",眠気を催す,その眠気を催す講義は休憩前に聴衆の半分を眠りに落とした。,催眠的,催眠的讲座使一半的听众在中场休息前就昏昏入睡了。,soporífero,La conferencia soporífera hizo que la mitad de la audiencia se quedara dormida antes del intermedio.,gây buồn ngủ,Bài giảng gây buồn ngủ khiến nửa số khán giả chìm vào giấc ngủ trước giờ nghỉ giải lao.,ทำให้ง่วง,การบรรยายที่ทำให้ง่วงทำให้ผู้ฟังครึ่งหนึ่งหลับไปก่อนพักครึ่ง,membuat mengantuk,Kuliah yang membuat mengantuk menyebabkan setengah penonton terlelap sebelum istirahat.
conundrum,"The ethical conundrum of autonomous vehicles choosing between two harmful outcomes remains unresolved.",난제,"두 가지 해로운 결과 사이에서 선택하는 자율 주행 차량의 윤리적 난제는 여전히 해결되지 않았다.",難問,二つの有害な結果の間で選択する自動運転車の倫理的難問は未解決のままである。,难题,自动驾驶汽车在两种有害结果之间做出选择的伦理难题仍未解决。,dilema,El dilema ético de los vehículos autónomos que eligen entre dos resultados dañinos sigue sin resolverse.,bài toán nan giải,Bài toán nan giải về đạo đức của xe tự lái khi phải chọn giữa hai kết quả có hại vẫn chưa được giải quyết.,ปัญหาที่แก้ไขยาก,ปัญหาทางจริยธรรมของรถยนต์ไร้คนขับที่ต้องเลือกระหว่างผลลัพธ์ที่เป็นอันตรายสองอย่างยังไม่ได้รับการแก้ไข,teka-teki,Teka-teki etis kendaraan otonom yang memilih antara dua hasil berbahaya tetap belum terselesaikan.
taciturn,"The taciturn fisherman spent weeks at sea without uttering more than a handful of words.",과묵한,"과묵한 어부는 수 주간 바다에서 한 줌의 말 이상을 하지 않고 보냈다.",寡黙な,寡黙な漁師は数週間海で過ごしほんの数語しか発しなかった。,沉默寡言的,沉默寡言的渔夫在海上度过了数周只说了寥寥数语。,taciturno,El taciturno pescador pasó semanas en el mar sin pronunciar más que un puñado de palabras.,ít nói,Người ngư dân ít nói trải qua nhiều tuần trên biển mà không thốt ra hơn vài lời.,เงียบขรึม,ชาวประมงผู้เงียบขรึมใช้เวลาหลายสัปดาห์ในทะเลโดยไม่พูดมากไปกว่าคำพูดไม่กี่คำ,pendiam,Nelayan pendiam itu menghabiskan berminggu-minggu di laut tanpa mengucapkan lebih dari segenggam kata.
intransigent,"The intransigent stance of both parties brought the peace talks to a deadlock.",타협하지 않는,"양측의 타협하지 않는 입장은 평화 회담을 교착 상태에 빠뜨렸다.",頑固な,両者の頑固な姿勢は和平交渉を膠着状態に陥らせた。,不妥协的,双方不妥协的立场使和平谈判陷入僵局。,intransigente,La postura intransigente de ambas partes llevó las conversaciones de paz a un punto muerto.,bất khuất,Lập trường bất khuất của cả hai bên đã đưa các cuộc đàm phán hòa bình đến bế tắc.,ไม่ยอมประนีประนอม,จุดยืนที่ไม่ยอมประนีประนอมของทั้งสองฝ่ายทำให้การเจรจาสันติภาพถึงทางตัน,tidak mau berkompromi,Sikap tidak mau berkompromi dari kedua pihak membawa pembicaraan damai ke jalan buntu.
