quota,The fishing industry must respect quotas to prevent overfishing.,할당량,어업은 남획을 방지하기 위해 할당량을 준수해야 한다.,割り当て,漁業は乱獲を防ぐために割り当てを遵守しなければならない。,配额,渔业必须遵守配额以防止过度捕捞。,cuota,La industria pesquera debe respetar las cuotas para prevenir la sobrepesca.,hạn ngạch,Ngành đánh cá phải tôn trọng hạn ngạch để ngăn chặn đánh bắt quá mức.,โควตา,อุตสาหกรรมประมงต้องเคารพโควตาเพื่อป้องกันการจับปลามากเกินไป,kuota,Industri perikanan harus menghormati kuota untuk mencegah penangkapan ikan berlebihan.
recruit,The university actively recruits international students each year.,모집하다,대학은 매년 적극적으로 유학생을 모집한다.,採用する,大学は毎年積極的に留学生を採用している。,招募,该大学每年积极招募国际学生。,reclutar,La universidad recluta activamente estudiantes internacionales cada año.,tuyển dụng,Trường đại học tích cực tuyển dụng sinh viên quốc tế mỗi năm.,สรรหา,มหาวิทยาลัยสรรหานักศึกษาต่างชาติอย่างแข็งขันทุกปี,merekrut,Universitas secara aktif merekrut mahasiswa internasional setiap tahun.
renewable,The country aims to get 50% of its energy from renewable sources by 2030.,재생 가능한,그 나라는 2030년까지 에너지의 50%를 재생 가능한 자원에서 얻는 것을 목표로 한다.,再生可能な,その国は2030年までにエネルギーの50%を再生可能な資源から得ることを目指している。,可再生的,该国计划到2030年从可再生能源中获取50%的能源。,renovable,El país aspira a obtener el 50% de su energía de fuentes renovables para 2030.,tái tạo,Quốc gia đặt mục tiêu thu được 50% năng lượng từ các nguồn tái tạo vào năm 2030.,หมุนเวียน,ประเทศตั้งเป้าหมายให้ได้พลังงานจากแหล่งหมุนเวียน 50% ภายในปี 2030,terbarukan,Negara ini bertujuan mendapatkan 50% energinya dari sumber terbarukan pada tahun 2030.
reputation,The scandal damaged the companys reputation among investors.,평판,그 스캔들은 투자자들 사이에서 회사의 평판을 손상시켰다.,評判,そのスキャンダルは投資家の間で会社の評判を傷つけた。,声誉,丑闻损害了公司在投资者中的声誉。,reputación,El escándalo dañó la reputación de la empresa entre los inversores.,danh tiếng,Vụ bê bối đã làm tổn hại danh tiếng của công ty trong giới đầu tư.,ชื่อเสียง,เรื่องอื้อฉาวทำลายชื่อเสียงของบริษัทในหมู่นักลงทุน,reputasi,Skandal tersebut merusak reputasi perusahaan di kalangan investor.
retain,Companies must offer competitive salaries to retain talented employees.,유지하다,기업은 유능한 직원을 유지하기 위해 경쟁력 있는 급여를 제공해야 한다.,維持する,企業は有能な従業員を維持するために競争力のある給与を提供しなければならない。,留住,公司必须提供有竞争力的薪资来留住优秀员工。,retener,Las empresas deben ofrecer salarios competitivos para retener a los empleados talentosos.,giữ chân,Các công ty phải đưa ra mức lương cạnh tranh để giữ chân nhân viên tài năng.,รักษาไว้,บริษัทต้องเสนอเงินเดือนที่แข่งขันได้เพื่อรักษาพนักงานที่มีความสามารถไว้,mempertahankan,Perusahaan harus menawarkan gaji yang kompetitif untuk mempertahankan karyawan berbakat.
scenario,Analysts developed several scenarios for economic recovery after the crisis.,시나리오,분석가들은 위기 이후 경제 회복을 위한 여러 시나리오를 개발했다.,シナリオ,アナリストは危機後の経済回復のためのいくつかのシナリオを策定した。,情景,分析师制定了危机后经济复苏的几种情景。,escenario,Los analistas desarrollaron varios escenarios para la recuperación económica después de la crisis.,kịch bản,Các nhà phân tích đã phát triển nhiều kịch bản cho sự phục hồi kinh tế sau khủng hoảng.,สถานการณ์จำลอง,นักวิเคราะห์พัฒนาสถานการณ์จำลองหลายแบบสำหรับการฟื้นตัวทางเศรษฐกิจหลังวิกฤต,skenario,Para analis mengembangkan beberapa skenario untuk pemulihan ekonomi setelah krisis.
sector,The technology sector has been the fastest growing part of the economy.,부문,기술 부문은 경제에서 가장 빠르게 성장하는 부분이다.,セクター,テクノロジーセクターは経済で最も急成長している分野である。,部门,技术部门一直是经济中增长最快的部分。,sector,El sector tecnológico ha sido la parte de más rápido crecimiento de la economía.,lĩnh vực,Lĩnh vực công nghệ là phần phát triển nhanh nhất của nền kinh tế.,ภาคส่วน,ภาคเทคโนโลยีเป็นส่วนที่เติบโตเร็วที่สุดของเศรษฐกิจ,sektor,Sektor teknologi telah menjadi bagian ekonomi yang paling cepat berkembang.
semiconductor,The global shortage of semiconductors disrupted automobile manufacturing.,반도체,반도체의 글로벌 부족이 자동차 제조를 혼란에 빠뜨렸다.,半導体,半導体の世界的な不足が自動車製造を混乱させた。,半导体,全球半导体短缺扰乱了汽车制造业。,semiconductor,La escasez mundial de semiconductores interrumpió la fabricación de automóviles.,chất bán dẫn,Sự thiếu hụt chất bán dẫn toàn cầu đã làm gián đoạn sản xuất ô tô.,เซมิคอนดักเตอร์,การขาดแคลนเซมิคอนดักเตอร์ทั่วโลกส่งผลกระทบต่อการผลิตรถยนต์,semikonduktor,Kekurangan semikonduktor global mengganggu manufaktur mobil.
simulate,Scientists use computer models to simulate climate change effects.,시뮬레이션하다,과학자들은 기후 변화 효과를 시뮬레이션하기 위해 컴퓨터 모델을 사용한다.,シミュレートする,科学者はコンピューターモデルを使って気候変動の影響をシミュレートしている。,模拟,科学家使用计算机模型来模拟气候变化的影响。,simular,Los científicos usan modelos informáticos para simular los efectos del cambio climático.,mô phỏng,Các nhà khoa học sử dụng mô hình máy tính để mô phỏng tác động của biến đổi khí hậu.,จำลอง,นักวิทยาศาสตร์ใช้แบบจำลองคอมพิวเตอร์เพื่อจำลองผลกระทบของการเปลี่ยนแปลงสภาพภูมิอากาศ,mensimulasikan,Para ilmuwan menggunakan model komputer untuk mensimulasikan efek perubahan iklim.
sovereign,Every sovereign nation has the right to manage its own natural resources.,주권의,모든 주권 국가는 자국의 천연 자원을 관리할 권리가 있다.,主権の,すべての主権国家は自国の天然資源を管理する権利を持っている。,主权的,每个主权国家都有管理自己自然资源的权利。,soberano,Toda nación soberana tiene el derecho de gestionar sus propios recursos naturales.,có chủ quyền,Mọi quốc gia có chủ quyền đều có quyền quản lý tài nguyên thiên nhiên của mình.,อธิปไตย,ทุกชาติที่มีอธิปไตยมีสิทธิในการจัดการทรัพยากรธรรมชาติของตนเอง,berdaulat,Setiap negara berdaulat memiliki hak untuk mengelola sumber daya alamnya sendiri.
