curfew,The city imposed a curfew from midnight to five in the morning.,통행금지,도시는 자정부터 새벽 5시까지 통행금지를 시행했다.,夜間外出禁止令,市は深夜から朝5時まで夜間外出禁止令を発令した。,宵禁,该市实施了从午夜到凌晨五点的宵禁。,toque de queda,La ciudad impuso un toque de queda desde la medianoche hasta las cinco de la mañana.,giới nghiêm,Thành phố áp đặt lệnh giới nghiêm từ nửa đêm đến năm giờ sáng.,เคอร์ฟิว,เมืองประกาศเคอร์ฟิวตั้งแต่เที่ยงคืนถึงตีห้า,jam malam,Kota memberlakukan jam malam dari tengah malam hingga pukul lima pagi.
embezzlement,The accountant was found guilty of embezzlement of company funds.,횡령,그 회계사는 회사 자금 횡령 혐의로 유죄 판결을 받았다.,横領,その会計士は会社資金の横領で有罪となった。,挪用公款,该会计被判挪用公司资金罪。,malversación,El contador fue declarado culpable de malversación de fondos de la empresa.,biển thủ,Kế toán bị kết tội biển thủ quỹ công ty.,การยักยอก,นักบัญชีถูกตัดสินว่ามีความผิดฐานยักยอกเงินของบริษัท,penggelapan,Akuntan itu dinyatakan bersalah atas penggelapan dana perusahaan.
logo,The company redesigned its logo to appeal to a younger audience.,로고,회사는 젊은 층에게 어필하기 위해 로고를 재설계했다.,ロゴ,会社は若い顧客層にアピールするためにロゴをリデザインした。,标志,公司重新设计了标志以吸引年轻受众。,logotipo,La empresa rediseñó su logotipo para atraer a un público más joven.,logo,Công ty thiết kế lại logo để thu hút khán giả trẻ hơn.,โลโก้,บริษัทออกแบบโลโก้ใหม่เพื่อดึงดูดกลุ่มเป้าหมายที่อายุน้อยกว่า,logo,Perusahaan mendesain ulang logonya untuk menarik audiens yang lebih muda.
slogan,"Our new slogan, 'Think Different,' quickly became famous.",슬로건,우리의 새 슬로건 '다르게 생각하라'는 빠르게 유명해졌다.,スローガン,新しいスローガン「Think Different」はすぐに有名になった。,口号,我们的新口号'Think Different'很快就出名了。,eslogan,"Nuestro nuevo eslogan, 'Piensa Diferente', rápidamente se hizo famoso.",khẩu hiệu,"Khẩu hiệu mới của chúng tôi, 'Think Different', nhanh chóng trở nên nổi tiếng.",สโลแกน,สโลแกนใหม่ของเรา 'Think Different' กลายเป็นที่รู้จักอย่างรวดเร็ว,slogan,"Slogan baru kami, 'Think Different', dengan cepat menjadi terkenal."
consumer,Modern consumers expect fast delivery and easy returns.,소비자,현대 소비자들은 빠른 배송과 쉬운 반품을 기대한다.,消費者,現代の消費者は迅速な配送と簡単な返品を期待する。,消费者,现代消费者期望快速配送和轻松退货。,consumidor,Los consumidores modernos esperan entregas rápidas y devoluciones fáciles.,người tiêu dùng,Người tiêu dùng hiện đại mong đợi giao hàng nhanh và đổi trả dễ dàng.,ผู้บริโภค,ผู้บริโภคยุคใหม่คาดหวังการจัดส่งที่รวดเร็วและการคืนสินค้าที่ง่าย,konsumen,Konsumen modern mengharapkan pengiriman cepat dan pengembalian yang mudah.
loyalty,The company rewards customer loyalty with exclusive discounts.,충성도,회사는 독점 할인으로 고객 충성도에 보답한다.,ロイヤルティ,会社は独占割引で顧客ロイヤルティに報いている。,忠诚度,公司以独家折扣奖励客户忠诚度。,lealtad,La empresa premia la lealtad del cliente con descuentos exclusivos.,sự trung thành,Công ty thưởng cho sự trung thành của khách hàng bằng giảm giá độc quyền.,ความภักดี,บริษัทให้รางวัลความภักดีของลูกค้าด้วยส่วนลดพิเศษ,loyalitas,Perusahaan memberi penghargaan loyalitas pelanggan dengan diskon eksklusif.
endorsement,The celebrity endorsement boosted the product's visibility enormously.,추천; 보증,유명인의 추천이 제품의 인지도를 크게 높였다.,推薦,セレブリティの推薦が製品の認知度を大幅に向上させた。,代言,名人代言极大地提升了产品的知名度。,respaldo,El respaldo de la celebridad impulsó enormemente la visibilidad del producto.,sự ủng hộ,Sự ủng hộ của người nổi tiếng đã tăng cường đáng kể sự nhận diện sản phẩm.,การรับรอง,การรับรองจากคนดังทำให้ผลิตภัณฑ์เป็นที่รู้จักอย่างมาก,dukungan,Dukungan selebriti meningkatkan visibilitas produk secara luar biasa.
demographic,The product targets a young demographic between eighteen and thirty.,인구통계학적 집단,이 제품은 18세에서 30세 사이의 젊은 인구통계학적 집단을 대상으로 한다.,人口統計層,この製品は18歳から30歳の若い人口統計層をターゲットにしている。,人口群体,该产品瞄准十八岁到三十岁之间的年轻人群。,grupo demográfico,El producto se dirige a un grupo demográfico joven de entre dieciocho y treinta años.,nhóm nhân khẩu học,Sản phẩm nhắm đến nhóm nhân khẩu học trẻ từ mười tám đến ba mươi tuổi.,กลุ่มประชากร,ผลิตภัณฑ์มุ่งเป้าไปที่กลุ่มประชากรอายุน้อยระหว่างสิบแปดถึงสามสิบปี,demografis,Produk ini menargetkan demografis muda antara delapan belas dan tiga puluh tahun.
billboard,They placed a huge billboard on the highway to advertise the new car.,광고판,그들은 신차를 광고하기 위해 고속도로에 거대한 광고판을 설치했다.,看板,彼らは新車を宣伝するために高速道路に巨大な看板を設置した。,广告牌,他们在高速公路上放置了巨大的广告牌来宣传新车。,valla publicitaria,Colocaron una enorme valla publicitaria en la autopista para anunciar el nuevo auto.,biển quảng cáo,Họ đặt một biển quảng cáo lớn trên đường cao tốc để quảng cáo xe mới.,ป้ายโฆษณา,พวกเขาติดป้ายโฆษณาขนาดใหญ่บนทางหลวงเพื่อโฆษณารถยนต์รุ่นใหม่,papan reklame,Mereka memasang papan reklame besar di jalan tol untuk mengiklankan mobil baru.
sponsor,A major bank agreed to sponsor the local football team.,후원하다,대형 은행이 지역 축구팀을 후원하기로 합의했다.,スポンサーになる,大手銀行が地元のサッカーチームのスポンサーになることに合意した。,赞助,一家大银行同意赞助当地足球队。,patrocinar,Un banco importante aceptó patrocinar al equipo local de fútbol.,tài trợ,Một ngân hàng lớn đồng ý tài trợ cho đội bóng đá địa phương.,สนับสนุน,ธนาคารรายใหญ่ตกลงที่จะสนับสนุนทีมฟุตบอลท้องถิ่น,mensponsori,Sebuah bank besar setuju untuk mensponsori tim sepak bola lokal.
