off-grid,The remote cabin runs entirely on off-grid solar power.,독립형; 오프그리드,그 외딴 오두막은 완전히 독립형 태양광 전력으로 운영돼요.,オフグリッド,そのリモートキャビンは完全にオフグリッドの太陽光発電で動いている。,离网的,偏远小屋完全依靠离网太阳能供电。,fuera de red,La cabaña remota funciona completamente con energía solar fuera de red.,không nối lưới,Nhà gỗ xa xôi hoạt động hoàn toàn bằng điện mặt trời không nối lưới.,นอกระบบไฟฟ้า,กระท่อมห่างไกลใช้พลังงานแสงอาทิตย์นอกระบบไฟฟ้าทั้งหมด,lepas jaringan,Kabin terpencil beroperasi sepenuhnya dengan tenaga surya lepas jaringan.
retort,A retort is used to sterilize canned food under high pressure.,레토르트,레토르트는 높은 압력 하에서 통조림 식품을 멸균하는 데 사용돼요.,レトルト,レトルトは高圧下で缶詰食品を殺菌するために使用される。,蒸煮釜,蒸煮釜用于在高压下对罐头食品进行灭菌。,autoclave; retorta,Una retorta se usa para esterilizar alimentos enlatados bajo alta presión.,nồi hấp,Nồi hấp được dùng để tiệt trùng thực phẩm đóng hộp dưới áp suất cao.,เครื่องฆ่าเชื้อ,เครื่องฆ่าเชื้อใช้ฆ่าเชื้ออาหารกระป๋องภายใต้ความดันสูง,retort,Retort digunakan untuk mensterilkan makanan kaleng di bawah tekanan tinggi.
microfiber,Microfiber fabrics are popular for their softness and quick-drying properties.,극세사,극세사 직물은 부드럽고 빨리 마르는 특성으로 인기가 있어요.,マイクロファイバー,マイクロファイバー生地は柔らかさと速乾性で人気がある。,超细纤维,超细纤维面料因其柔软和速干特性而受欢迎。,microfibra,Las telas de microfibra son populares por su suavidad y propiedades de secado rápido.,sợi siêu nhỏ,Vải sợi siêu nhỏ phổ biến vì mềm mại và nhanh khô.,ไมโครไฟเบอร์,ผ้าไมโครไฟเบอร์ได้รับความนิยมเพราะความนุ่มและแห้งเร็ว,serat mikro,Kain serat mikro populer karena kelembutan dan sifatnya yang cepat kering.
pelagic,"Pelagic fish such as tuna live in the open ocean, far from the coast.",원양의,참치와 같은 원양 어류는 해안에서 멀리 떨어진 외양에 살아요.,遠洋の,マグロなどの遠洋魚は海岸から遠く離れた外洋に生息する。,远洋的,远洋鱼类如金枪鱼生活在远离海岸的开阔大洋中。,pelágico,"Los peces pelágicos como el atún viven en el océano abierto, lejos de la costa.",cá biển khơi,"Cá biển khơi như cá ngừ sống ở đại dương, xa bờ biển.",ปลาทะเลเปิด,ปลาทะเลเปิดเช่นปลาทูน่าอาศัยอยู่ในมหาสมุทรเปิด ห่างจากชายฝั่ง,pelagis,"Ikan pelagis seperti tuna hidup di laut lepas, jauh dari pantai."
livability,The city improved its livability score by adding more green spaces.,거주 적합성; 살기 좋은 정도,도시는 녹지 공간을 추가하여 거주 적합성 점수를 향상시켰어요.,住みやすさ,市は緑地を増やすことで住みやすさスコアを向上させた。,宜居性,该市通过增加绿地提高了宜居性评分。,habitabilidad,La ciudad mejoró su puntuación de habitabilidad al agregar más espacios verdes.,chất lượng sống,Thành phố cải thiện chỉ số chất lượng sống bằng cách thêm không gian xanh.,ความน่าอยู่,เมืองปรับปรุงคะแนนความน่าอยู่โดยเพิ่มพื้นที่สีเขียว,tingkat layak huni,Kota meningkatkan skor layak huni dengan menambahkan lebih banyak ruang hijau.
headwind,A strong headwind slowed the aircraft and increased fuel consumption.,역풍,강한 역풍이 항공기를 늦추고 연료 소비를 증가시켰어요.,向かい風,強い向かい風が航空機を減速させ燃料消費を増加させた。,逆风,强逆风减慢了飞机速度并增加了油耗。,viento en contra,Un fuerte viento en contra ralentizó la aeronave y aumentó el consumo de combustible.,gió ngược,Gió ngược mạnh làm chậm máy bay và tăng tiêu thụ nhiên liệu.,ลมต้าน,ลมต้านแรงทำให้เครื่องบินช้าลงและเพิ่มการใช้เชื้อเพลิง,angin sakal,Angin sakal yang kuat memperlambat pesawat dan meningkatkan konsumsi bahan bakar.
buyer persona,Creating a detailed buyer persona helps tailor marketing messages.,구매자 페르소나,상세한 구매자 페르소나를 만들면 마케팅 메시지를 맞춤화하는 데 도움이 돼요.,バイヤーペルソナ,詳細なバイヤーペルソナを作成するとマーケティングメッセージの最適化に役立つ。,买家画像,创建详细的买家画像有助于定制营销信息。,perfil de comprador,Crear un perfil de comprador detallado ayuda a personalizar los mensajes de marketing.,chân dung khách hàng,Tạo chân dung khách hàng chi tiết giúp điều chỉnh thông điệp tiếp thị.,ภาพลักษณ์ผู้ซื้อ,การสร้างภาพลักษณ์ผู้ซื้อที่ละเอียดช่วยปรับแต่งข้อความการตลาด,persona pembeli,Membuat persona pembeli yang detail membantu menyesuaikan pesan pemasaran.
tailwind,A tailwind helped the aircraft arrive 20 minutes ahead of schedule.,순풍; 뒷바람,순풍 덕분에 항공기가 예정보다 20분 일찍 도착했어요.,追い風,追い風のおかげで航空機は予定より20分早く到着した。,顺风,顺风帮助飞机提前20分钟到达。,viento de cola,Un viento de cola ayudó a la aeronave a llegar 20 minutos antes de lo previsto.,gió xuôi,Gió xuôi giúp máy bay đến sớm hơn 20 phút so với lịch trình.,ลมส่ง,ลมส่งช่วยให้เครื่องบินถึงจุดหมายเร็วกว่ากำหนด 20 นาที,angin buritan,Angin buritan membantu pesawat tiba 20 menit lebih awal dari jadwal.
solar array,The solar array on the roof provides enough power for the entire building.,태양광 배열,지붕의 태양광 배열은 전체 건물에 충분한 전력을 공급해요.,ソーラーアレイ,屋上のソーラーアレイは建物全体に十分な電力を供給する。,太阳能阵列,屋顶的太阳能阵列为整栋建筑提供足够的电力。,conjunto de paneles solares,El conjunto de paneles solares en el techo proporciona suficiente energía para todo el edificio.,dàn pin mặt trời,Dàn pin mặt trời trên mái cung cấp đủ điện cho toàn bộ tòa nhà.,แผงโซลาร์อาร์เรย์,แผงโซลาร์อาร์เรย์บนหลังคาผลิตไฟฟ้าเพียงพอสำหรับอาคารทั้งหมด,susunan panel surya,Susunan panel surya di atap menyediakan cukup daya untuk seluruh gedung.
staple fiber,Staple fibers are short lengths of fiber that are spun into yarn.,스테이플 섬유; 단섬유,스테이플 섬유는 실로 방적되는 짧은 길이의 섬유예요.,ステープルファイバー; 短繊維,ステープルファイバーは糸に紡がれる短い繊維である。,短纤维,短纤维是被纺成纱线的短长度纤维。,fibra corta,Las fibras cortas son longitudes cortas de fibra que se hilan en hilo.,xơ ngắn,Xơ ngắn là những đoạn sợi ngắn được kéo thành sợi.,เส้นใยสั้น,เส้นใยสั้นคือเส้นใยที่มีความยาวสั้นที่นำมาปั่นเป็นเส้นด้าย,serat stapel,Serat stapel adalah serat pendek yang dipintal menjadi benang.
hydrography,Hydrography is essential for safe maritime navigation.,수로학,수로학은 안전한 해상 항행에 필수적이에요.,水路学,水路学は安全な海上航行に不可欠だ。,水文测量,水文测量对安全的海上航行至关重要。,hidrografía,La hidrografía es esencial para la navegación marítima segura.,thủy đạc,Thủy đạc rất quan trọng cho hàng hải an toàn.,อุทกศาสตร์,อุทกศาสตร์เป็นสิ่งจำเป็นสำหรับการเดินเรือทางทะเลที่ปลอดภัย,hidrografi,Hidrografi sangat penting untuk navigasi maritim yang aman.
