disenfranchise,"Voter suppression tactics effectively disenfranchise minority communities by creating barriers to ballot access.",선거권을 박탈하다,유권자 억압 전술은 투표 접근에 장벽을 만들어 소수 집단 커뮤니티의 선거권을 사실상 박탈한다.,参政権を奪う,有権者抑圧の戦術は投票へのアクセスに障壁を作ることで少数派コミュニティの参政権を事実上奪う。,剥夺选举权,选民压制策略通过设置投票障碍有效地剥夺了少数族裔社区的选举权。,privar del derecho al voto,Las tácticas de supresión de votantes efectivamente privan del derecho al voto a las comunidades minoritarias al crear barreras para el acceso a las urnas.,tước quyền bầu cử,Các chiến thuật đàn áp cử tri thực sự tước quyền bầu cử của các cộng đồng thiểu số bằng cách tạo ra rào cản tiếp cận phiếu bầu.,ตัดสิทธิเลือกตั้ง,ยุทธวิธีกดขี่ผู้มีสิทธิเลือกตั้งตัดสิทธิเลือกตั้งของชุมชนชนกลุ่มน้อยอย่างมีประสิทธิผลโดยสร้างอุปสรรคในการเข้าถึงหีบบัตรเลือกตั้ง,mencabut hak pilih,Taktik penindasan pemilih secara efektif mencabut hak pilih komunitas minoritas dengan menciptakan hambatan akses pemungutan suara.
quintessential,"She was the quintessential diplomat combining firmness with grace under pressure.",전형적인; 정수의,그녀는 압박 속에서도 단호함과 품위를 결합하는 전형적인 외교관이었다.,典型的な,彼女はプレッシャーの中でも毅然さと優雅さを兼ね備えた典型的な外交官だった。,典型的,她是典型的外交官在压力下将坚定与优雅完美结合。,quintaesencial,Ella era la diplomática quintaesencial combinando firmeza con elegancia bajo presión.,tinh túy nhất,Cô ấy là nhà ngoại giao tinh túy nhất kết hợp sự kiên quyết với phong thái tao nhã dưới áp lực.,ที่เป็นแก่นแท้,เธอเป็นนักการทูตที่เป็นแก่นแท้ที่ผสมผสานความแน่วแน่กับความสง่างามภายใต้ความกดดัน,esensi,Dia adalah diplomat esensi yang menggabungkan ketegasan dengan keanggunan di bawah tekanan.
antecedent,"Understanding the historical antecedents of the conflict is essential to crafting a durable peace agreement.",선행 사건; 전례,갈등의 역사적 전례를 이해하는 것은 지속 가능한 평화 협정을 만드는 데 필수적이다.,先行するもの,紛争の歴史的前例を理解することは持続可能な和平合意を構築するために不可欠である。,先例; 前因,了解冲突的历史前因对制定持久和平协议至关重要。,antecedente,Comprender los antecedentes históricos del conflicto es esencial para elaborar un acuerdo de paz duradero.,tiền lệ,Hiểu các tiền lệ lịch sử của xung đột là điều cần thiết để xây dựng một thỏa thuận hòa bình bền vững.,สิ่งที่เกิดก่อน,การเข้าใจเหตุการณ์ก่อนหน้าทางประวัติศาสตร์ของความขัดแย้งเป็นสิ่งจำเป็นในการสร้างข้อตกลงสันติภาพที่ยั่งยืน,anteseden,Memahami anteseden historis konflik sangat penting untuk menyusun perjanjian perdamaian yang tahan lama.
penultimate,"The penultimate chapter of the novel contained a dramatic twist that recontextualised everything that came before.",끝에서 두 번째의,소설의 끝에서 두 번째 장은 이전의 모든 것을 재맥락화하는 극적인 반전을 담고 있었다.,最後から2番目の,小説の最後から2番目の章にはそれまでのすべてを再文脈化する劇的な展開が含まれていた。,倒数第二的,小说的倒数第二章包含了一个戏剧性的转折使之前的一切都被重新诠释。,penúltimo,El penúltimo capítulo de la novela contenía un giro dramático que recontextualizó todo lo anterior.,áp chót,Chương áp chót của tiểu thuyết chứa một bước ngoặt kịch tính tái bối cảnh hóa mọi thứ trước đó.,รองสุดท้าย,บทรองสุดท้ายของนวนิยายมีจุดพลิกผันที่น่าทึ่งที่ทำให้ทุกสิ่งก่อนหน้าถูกตีความใหม่,kedua terakhir,Bab kedua terakhir novel tersebut mengandung twist dramatis yang mengontekstualisasikan ulang semua yang terjadi sebelumnya.
stratigraphy,"The stratigraphy of the site revealed multiple periods of human occupation.",층서학,"해당 유적지의 층서학은 여러 시기의 인간 거주를 드러냈다.",層序学,"その遺跡の層序学は複数の時代の人間の居住を明らかにした。",地层学,"该遗址的地层学揭示了多个人类居住时期。",estratigrafía,"La estratigrafía del sitio reveló múltiples períodos de ocupación humana.",địa tầng học,"Địa tầng học của di chỉ cho thấy nhiều giai đoạn cư trú của con người.",ชั้นหินวิทยา,"ชั้นหินวิทยาของแหล่งโบราณคดีเผยให้เห็นการอยู่อาศัยหลายยุค",stratigrafi,"Stratigrafi situs tersebut mengungkapkan beberapa periode hunian manusia."
paleontology,"Paleontology bridges the gap between biology and geology.",고생물학,"고생물학은 생물학과 지질학 사이의 간극을 연결한다.",古生物学,"古生物学は生物学と地質学の間のギャップを埋める。",古生物学,"古生物学弥合了生物学和地质学之间的差距。",paleontología,"La paleontología tiende un puente entre la biología y la geología.",cổ sinh vật học,"Cổ sinh vật học là cầu nối giữa sinh học và địa chất học.",บรรพชีวินวิทยา,"บรรพชีวินวิทยาเชื่อมช่องว่างระหว่างชีววิทยาและธรณีวิทยา",paleontologi,"Paleontologi menjembatani kesenjangan antara biologi dan geologi."
excavation,"The excavation unearthed a trove of Bronze Age artifacts.",발굴,"그 발굴은 청동기 시대 유물의 보고를 발견했다.",発掘,"その発掘は青銅器時代の遺物の宝庫を発見した。",发掘,"此次发掘出土了大量青铜时代文物。",excavación,"La excavación desenterró un tesoro de artefactos de la Edad de Bronce.",khai quật,"Cuộc khai quật đã phát hiện một kho tàng hiện vật thời đại đồ đồng.",การขุดค้น,"การขุดค้นพบสมบัติล้ำค่าจากยุคสำริด",ekskavasi,"Ekskavasi tersebut menemukan harta karun artefak Zaman Perunggu."
artifact,"Each artifact was catalogued with its precise spatial coordinates.",유물,"각 유물은 정확한 공간 좌표와 함께 목록에 기록되었다.",遺物,"各遺物は正確な空間座標とともに目録に記録された。",文物,"每件文物都按其精确的空间坐标进行了编目。",artefacto,"Cada artefacto fue catalogado con sus coordenadas espaciales precisas.",hiện vật,"Mỗi hiện vật được lập danh mục với tọa độ không gian chính xác.",โบราณวัตถุ,"โบราณวัตถุแต่ละชิ้นถูกบันทึกพร้อมพิกัดเชิงพื้นที่ที่แม่นยำ",artefak,"Setiap artefak dikatalogkan dengan koordinat spasial yang tepat."
typology,"The typology of pottery sherds helped establish a regional chronology.",유형학,"토기 파편의 유형학은 지역 연대기를 확립하는 데 도움이 되었다.",類型学,"土器片の類型学は地域の年代学を確立するのに役立った。",类型学,"陶片的类型学帮助建立了区域年代学。",tipología,"La tipología de los fragmentos cerámicos ayudó a establecer una cronología regional.",loại hình học,"Loại hình học của mảnh gốm giúp thiết lập niên đại học khu vực.",วิชาจำแนกประเภท,"การจำแนกประเภทเศษเครื่องปั้นดินเผาช่วยกำหนดลำดับเวลาของภูมิภาค",tipologi,"Tipologi pecahan tembikar membantu menetapkan kronologi regional."
dendrochronology,"Dendrochronology provided an absolute date for the wooden structure.",연륜연대학,"연륜연대학은 목조 구조물의 절대 연대를 제공했다.",年輪年代学,"年輪年代学は木造構造物の絶対年代を提供した。",树轮年代学,"树轮年代学为该木结构提供了绝对年代。",dendrocronología,"La dendrocronología proporcionó una fecha absoluta para la estructura de madera.",niên đại học vòng cây,"Niên đại học vòng cây cung cấp niên đại tuyệt đối cho công trình gỗ.",วิทยาศาสตร์วงปีไม้,"วิทยาศาสตร์วงปีไม้ให้อายุที่แน่นอนของโครงสร้างไม้",dendrokronologi,"Dendrokronologi memberikan penanggalan absolut untuk struktur kayu tersebut."
