chore,Doing chores is part of daily life.,집안일,집안일을 하는 것은 일상의 일부예요.,家事,家事をするのは日常の一部です。,家务,做家务是日常生活的一部分。,tarea doméstica,Hacer las tareas domésticas es parte de la vida diaria.,việc nhà,Làm việc nhà là một phần của cuộc sống hàng ngày.,งานบ้าน,การทำงานบ้านเป็นส่วนหนึ่งของชีวิตประจำวัน,pekerjaan rumah,Melakukan pekerjaan rumah adalah bagian dari kehidupan sehari-hari.
laundry,I need to do the laundry today.,빨래,오늘 빨래를 해야 해요.,洗濯物,今日洗濯をしなければなりません。,洗衣; 待洗衣物,我今天需要洗衣服。,lavandería; ropa sucia,Necesito hacer la lavandería hoy.,giặt đồ,Tôi cần giặt đồ hôm nay.,ซักผ้า,ฉันต้องซักผ้าวันนี้,cucian,Saya perlu mencuci baju hari ini.
garbage,Take the garbage out tonight.,쓰레기,오늘 밤에 쓰레기를 내다 놓으세요.,ゴミ,今夜ゴミを出してください。,垃圾,今晚把垃圾拿出去。,basura,Saca la basura esta noche.,rác,Đem rác ra ngoài tối nay.,ขยะ,เอาขยะออกไปคืนนี้,sampah,Buang sampah malam ini.
recycling,Put the bottles in the recycling bin.,재활용,병을 재활용 통에 넣으세요.,リサイクル,ボトルをリサイクルのゴミ箱に入れてください。,回收; 再利用,把瓶子放进回收箱里。,reciclaje,Pon las botellas en el contenedor de reciclaje.,tái chế,Bỏ chai vào thùng tái chế.,การรีไซเคิล,ใส่ขวดในถังรีไซเคิล,daur ulang,Taruh botol di tempat sampah daur ulang.
groceries,I buy groceries every Saturday.,식료품,나는 매주 토요일에 식료품을 사요.,食料品,毎週土曜日に食料品を買います。,杂货; 食品,我每周六买食品。,víveres; comestibles,Compro víveres cada sábado.,đồ tạp hóa,Tôi mua đồ tạp hóa mỗi thứ Bảy.,ของชำ,ฉันซื้อของชำทุกวันเสาร์,bahan makanan,Saya membeli bahan makanan setiap hari Sabtu.
dishes,Please wash the dishes after dinner.,설거지,저녁 식사 후에 설거지를 해 주세요.,皿洗い; 食器,夕食後に皿を洗ってください。,碗碟; 洗碗,请晚饭后洗碗。,platos; trastes,Por favor lava los platos después de la cena.,bát đĩa,Vui lòng rửa bát đĩa sau bữa tối.,จาน; ล้างจาน,กรุณาล้างจานหลังอาหารเย็น,piring; mencuci piring,Tolong cuci piring setelah makan malam.
sweep,Sweep the floor before mopping.,쓸다,걸레질하기 전에 바닥을 쓸어 주세요.,掃く,モップをかける前に床を掃いてください。,扫,先扫地再拖地。,barrer,Barre el piso antes de trapearlo.,quét,Quét sàn trước khi lau.,กวาด,กวาดพื้นก่อนถูพื้น,menyapu,Sapu lantai sebelum mengepel.
dust,She dusted the shelves carefully.,먼지를 닦다,그녀는 선반의 먼지를 조심스럽게 닦았어요.,ほこりを払う,彼女は棚のほこりを丁寧に払った。,擦灰; 除尘,她仔细地擦了架子上的灰。,sacudir; quitar el polvo,Ella sacudió los estantes con cuidado.,lau bụi,Cô ấy lau bụi kệ cẩn thận.,ปัดฝุ่น,เธอปัดฝุ่นชั้นวางอย่างระมัดระวัง,membersihkan debu,Dia membersihkan debu rak dengan hati-hati.
fold,Fold the clothes after drying them.,접다,옷을 말린 후에 접으세요.,畳む,乾いた後に服を畳んでください。,折叠,衣服干了以后叠好。,doblar,Dobla la ropa después de secarla.,gấp,Gấp quần áo sau khi phơi khô.,พับ,พับเสื้อผ้าหลังจากตากแห้ง,melipat,Lipat pakaian setelah dikeringkan.
hang,Hang the wet clothes on the line.,걸다,젖은 옷을 빨래줄에 걸어 주세요.,干す; 掛ける,濡れた服を物干し竿に掛けてください。,挂; 晾,把湿衣服挂在晾衣绳上。,colgar,Cuelga la ropa mojada en el tendedero.,phơi; treo,Phơi quần áo ướt lên dây.,แขวน; ตาก,แขวนเสื้อผ้าเปียกบนราว,menggantung; menjemur,Jemur pakaian basah di jemuran.
dry,Let the clothes dry in the sun.,말리다; 건조한,옷을 햇볕에 말리세요.,乾かす; 乾いた,服を日光で乾かしてください。,晾干; 干的,把衣服放在太阳下晾干。,secar; seco,Deja que la ropa se seque al sol.,phơi khô; khô,Phơi quần áo cho khô ngoài nắng.,ตากให้แห้ง,ตากผ้าให้แห้งในแดด,mengeringkan; kering,Biarkan pakaian kering di bawah sinar matahari.
conversation,We had a long conversation on the phone.,대화,우리는 전화로 긴 대화를 나눴어요.,会話,私たちは電話で長い会話をした。,对话; 谈话,我们在电话上聊了很久。,conversación,Tuvimos una larga conversación por teléfono.,cuộc trò chuyện,Chúng tôi có cuộc trò chuyện dài trên điện thoại.,การสนทนา,เราคุยกันนานทางโทรศัพท์,percakapan,Kami berbincang lama di telepon.
invitation,I received an invitation to the wedding.,초대; 초대장,나는 결혼식 초대장을 받았어요.,招待状,結婚式の招待状を受け取りました。,邀请; 邀请函,我收到了婚礼的邀请函。,invitación,Recibí una invitación a la boda.,lời mời; thiệp mời,Tôi nhận được thiệp mời đám cưới.,คำเชิญ; บัตรเชิญ,ฉันได้รับบัตรเชิญงานแต่งงาน,undangan,Saya menerima undangan pernikahan.
greeting,He gave a friendly greeting to everyone.,인사,그는 모두에게 친근한 인사를 했어요.,挨拶,彼は皆に親しみのある挨拶をした。,问候; 打招呼,他友好地跟大家打招呼。,saludo,Él dio un saludo amistoso a todos.,lời chào,Anh ấy chào hỏi mọi người thân thiện.,การทักทาย,เขาทักทายทุกคนอย่างเป็นมิตร,sapaan,Dia memberikan sapaan ramah kepada semua orang.
farewell,We said a tearful farewell at the airport.,작별; 이별,우리는 공항에서 눈물의 작별을 했어요.,別れ; 送別,空港で涙の別れをした。,告别; 送别,我们在机场含泪告别。,despedida,Nos dimos una despedida con lágrimas en el aeropuerto.,lời từ biệt,Chúng tôi nói lời từ biệt đầy nước mắt ở sân bay.,การลาจาก,เรากล่าวลาอย่างน้ำตาซึมที่สนามบิน,perpisahan,Kami mengucapkan perpisahan yang mengharukan di bandara.
apology,She wrote a letter of apology.,사과,그녀는 사과 편지를 썼어요.,謝罪; お詫び,彼女はお詫びの手紙を書いた。,道歉; 歉意,她写了一封道歉信。,disculpa,Ella escribió una carta de disculpa.,lời xin lỗi,Cô ấy viết một lá thư xin lỗi.,คำขอโทษ,เธอเขียนจดหมายขอโทษ,permintaan maaf,Dia menulis surat permintaan maaf.
compliment,He gave her a nice compliment.,칭찬,그는 그녀에게 좋은 칭찬을 했어요.,褒め言葉,彼は彼女に素敵な褒め言葉をかけた。,赞美; 夸奖,他给了她一个很好的赞美。,cumplido; halago,Él le hizo un lindo cumplido.,lời khen,Anh ấy khen cô ấy rất hay.,คำชม,เขาชมเธออย่างดี,pujian,Dia memberikan pujian yang bagus kepadanya.
argument,They had an argument about money.,말다툼; 논쟁,그들은 돈 문제로 말다툼했어요.,口論; 言い争い,彼らはお金のことで口論した。,争吵; 争论,他们因为钱吵了一架。,discusión; argumento,Tuvieron una discusión sobre el dinero.,cuộc cãi nhau,Họ cãi nhau về tiền bạc.,การโต้เถียง,พวกเขาทะเลาะกันเรื่องเงิน,pertengkaran,Mereka bertengkar soal uang.
promise,She made a promise to study harder.,약속,그녀는 더 열심히 공부하겠다고 약속했어요.,約束,彼女はもっと頑張って勉強すると約束した。,承诺; 许诺,她许诺会更加努力学习。,promesa,Ella hizo la promesa de estudiar más.,lời hứa,Cô ấy hứa sẽ học chăm hơn.,สัญญา,เธอสัญญาว่าจะเรียนหนักขึ้น,janji,Dia berjanji akan belajar lebih giat.
secret,Can you keep a secret?,비밀,비밀을 지킬 수 있어요?,秘密,秘密を守れますか？,秘密,你能保守秘密吗？,secreto,¿Puedes guardar un secreto?,bí mật,Bạn giữ bí mật được không?,ความลับ,คุณเก็บความลับได้ไหม?,rahasia,Bisakah kamu menyimpan rahasia?
gossip,She does not like gossip.,가십; 험담,그녀는 험담을 좋아하지 않아요.,うわさ話; ゴシップ,彼女はうわさ話が好きではない。,八卦; 闲话,她不喜欢说闲话。,chisme; chismear,A ella no le gusta el chisme.,ngồi lê đôi mách; tin đồn,Cô ấy không thích ngồi lê đôi mách.,ซุบซิบ; นินทา,เธอไม่ชอบนินทา,gosip,Dia tidak suka gosip.
intersection,Turn left at the next intersection.,교차로,다음 교차로에서 좌회전하세요.,交差点,次の交差点で左に曲がってください。,十字路口,在下一个十字路口左转。,intersección; cruce,Gira a la izquierda en la siguiente intersección.,ngã tư,Rẽ trái ở ngã tư tiếp theo.,สี่แยก; แยก,เลี้ยวซ้ายที่สี่แยกถัดไป,persimpangan,Belok kiri di persimpangan berikutnya.
block,The store is two blocks away.,블록; 구획,가게는 두 블록 떨어져 있어요.,ブロック; 区画,お店は2ブロック先です。,街区,商店在两个街区外。,cuadra; manzana,La tienda está a dos cuadras.,dãy nhà; khu phố,Cửa hàng cách hai dãy nhà.,ช่วงตึก,ร้านอยู่ห่างสองช่วงตึก,blok,Toko itu dua blok dari sini.
downtown,Let us go downtown for shopping.,시내; 도심,쇼핑하러 시내에 가요.,繁華街; ダウンタウン,買い物に繁華街へ行きましょう。,市中心; 市区,我们去市中心逛街吧。,centro de la ciudad,Vamos al centro de la ciudad a comprar.,trung tâm thành phố,Hãy đi trung tâm thành phố mua sắm.,ใจกลางเมือง,ไปช็อปปิ้งในใจกลางเมืองกัน,pusat kota,Ayo pergi ke pusat kota untuk belanja.
suburb,They live in a quiet suburb.,교외,그들은 조용한 교외에 살아요.,郊外,彼らは静かな郊外に住んでいる。,郊区,他们住在一个安静的郊区。,suburbio; afueras,Ellos viven en un suburbio tranquilo.,ngoại ô,Họ sống ở ngoại ô yên tĩnh.,ชานเมือง,พวกเขาอาศัยอยู่ในชานเมืองเงียบ ๆ,pinggiran kota,Mereka tinggal di pinggiran kota yang tenang.
parking lot,The parking lot is full.,주차장,주차장이 가득 차 있어요.,駐車場,駐車場は満車です。,停车场,停车场满了。,estacionamiento,El estacionamiento está lleno.,bãi đỗ xe,Bãi đỗ xe đầy rồi.,ลานจอดรถ,ลานจอดรถเต็ม,tempat parkir,Tempat parkir penuh.
sidewalk,Walk on the sidewalk for safety.,인도; 보도,안전을 위해 인도로 걸으세요.,歩道,安全のために歩道を歩いてください。,人行道,为了安全走人行道。,acera; banqueta,Camina por la acera por seguridad.,vỉa hè,Đi trên vỉa hè cho an toàn.,ทางเท้า,เดินบนทางเท้าเพื่อความปลอดภัย,trotoar,Berjalanlah di trotoar untuk keamanan.
crosswalk,Use the crosswalk to cross the street.,횡단보도,길을 건너려면 횡단보도를 이용하세요.,横断歩道,横断歩道を使って道を渡ってください。,人行横道; 斑马线,走斑马线过马路。,cruce peatonal; paso de cebra,Usa el cruce peatonal para cruzar la calle.,vạch qua đường,Dùng vạch qua đường để sang đường.,ทางม้าลาย,ใช้ทางม้าลายข้ามถนน,penyeberangan,Gunakan penyeberangan untuk menyeberang jalan.
highway,The highway was very busy today.,고속도로,오늘 고속도로가 매우 혼잡했어요.,高速道路,今日は高速道路がとても混んでいた。,高速公路,今天高速公路非常拥挤。,autopista; carretera,La autopista estaba muy transitada hoy.,đường cao tốc,Đường cao tốc rất đông hôm nay.,ทางด่วน,ทางด่วนวันนี้รถติดมาก,jalan tol,Jalan tol sangat ramai hari ini.
lane,Stay in your lane while driving.,차선,운전 중에 차선을 지키세요.,車線,運転中は車線を守ってください。,车道,开车时保持在你的车道上。,carril,Mantente en tu carril mientras conduces.,làn đường,Giữ đúng làn đường khi lái xe.,เลน; ช่องทาง,อยู่ในเลนของคุณขณะขับรถ,jalur,Tetap di jalur Anda saat mengemudi.
dozen,I bought a dozen eggs.,다스; 12개,나는 달걀 한 다스를 샀어요.,ダース; 12個,卵を1ダース買いました。,一打; 12个,我买了一打鸡蛋。,docena,Compré una docena de huevos.,tá; chục hai,Tôi mua một tá trứng.,โหล,ฉันซื้อไข่หนึ่งโหล,lusin,Saya membeli selusin telur.
half,Cut the apple in half.,반; 절반,사과를 반으로 잘라 주세요.,半分,りんごを半分に切ってください。,一半,把苹果切成两半。,mitad,Corta la manzana por la mitad.,nửa; một nửa,Cắt quả táo làm đôi.,ครึ่ง,ตัดแอปเปิ้ลครึ่งหนึ่ง,setengah,Potong apel menjadi setengah.
quarter,A quarter of the students were absent.,사분의 일,학생의 4분의 1이 결석했어요.,四分の一,学生の四分の一が欠席だった。,四分之一,四分之一的学生缺席了。,cuarto; cuarta parte,Un cuarto de los estudiantes estaban ausentes.,một phần tư,Một phần tư số học sinh vắng mặt.,หนึ่งในสี่,หนึ่งในสี่ของนักเรียนไม่มา,seperempat,Seperempat siswa tidak hadir.
double,The price doubled in just one year.,두 배; 두 배로 하다,가격이 단 1년 만에 두 배가 됐어요.,2倍; 倍にする,価格はたった1年で倍になった。,双倍; 翻倍,价格在短短一年内翻了一倍。,doble; duplicar,El precio se duplicó en solo un año.,gấp đôi,Giá tăng gấp đôi chỉ trong một năm.,สองเท่า,ราคาเพิ่มเป็นสองเท่าในเวลาเพียงปีเดียว,dua kali lipat,Harganya berlipat ganda hanya dalam satu tahun.
triple,Sales tripled this quarter.,세 배; 세 배로 하다,이번 분기에 매출이 세 배가 됐어요.,3倍; 三倍にする,今四半期の売上は三倍になった。,三倍,这个季度销售额增长了三倍。,triple; triplicar,Las ventas se triplicaron este trimestre.,gấp ba,Doanh số gấp ba trong quý này.,สามเท่า,ยอดขายเพิ่มขึ้นสามเท่าในไตรมาสนี้,tiga kali lipat,Penjualan meningkat tiga kali lipat kuartal ini.
gram,Add 200 grams of sugar.,그램,설탕 200그램을 넣으세요.,グラム,砂糖を200グラム加えてください。,克,加200克糖。,gramo,Agrega 200 gramos de azúcar.,gam,Thêm 200 gam đường.,กรัม,เติมน้ำตาล 200 กรัม,gram,Tambahkan 200 gram gula.
kilogram,The bag weighs five kilograms.,킬로그램,그 가방은 5킬로그램이에요.,キログラム,そのバッグは5キログラムです。,公斤; 千克,这个包重五公斤。,kilogramo,La bolsa pesa cinco kilogramos.,kilogram; cân,Cái túi nặng năm kilogram.,กิโลกรัม,กระเป๋าหนักห้ากิโลกรัม,kilogram,Tas itu beratnya lima kilogram.
