phenotype,"The organism's phenotype is determined by the complex interaction between its genetic makeup and environmental factors.",표현형,유기체의 표현형은 유전적 구성과 환경적 요인 간의 복잡한 상호작용에 의해 결정된다.,表現型,生物の表現型はその遺伝的構成と環境要因の複雑な相互作用によって決定される。,表型,生物体的表型由其遗传组成和环境因素之间的复杂相互作用决定。,fenotipo,El fenotipo del organismo está determinado por la interacción compleja entre su composición genética y los factores ambientales.,kiểu hình,Kiểu hình của sinh vật được xác định bởi sự tương tác phức tạp giữa cấu trúc di truyền và các yếu tố môi trường.,ลักษณะปรากฏ,ลักษณะปรากฏของสิ่งมีชีวิตถูกกำหนดโดยปฏิสัมพันธ์ที่ซับซ้อนระหว่างองค์ประกอบทางพันธุกรรมและปัจจัยสิ่งแวดล้อม,fenotipe,Fenotipe organisme ditentukan oleh interaksi kompleks antara susunan genetiknya dan faktor lingkungan.
genotype,"Genetic counselors can now analyze an individual's genotype to assess their risk of developing hereditary diseases.",유전형,유전 상담사는 이제 개인의 유전형을 분석하여 유전 질환 발생 위험을 평가할 수 있다.,遺伝子型,遺伝カウンセラーは現在個人の遺伝子型を分析して遺伝性疾患を発症するリスクを評価できる。,基因型,遗传咨询师现在可以分析个人的基因型来评估其患遗传性疾病的风险。,genotipo,Los consejeros genéticos ahora pueden analizar el genotipo de un individuo para evaluar su riesgo de desarrollar enfermedades hereditarias.,kiểu gen,Các nhà tư vấn di truyền hiện có thể phân tích kiểu gen của một cá nhân để đánh giá nguy cơ phát triển các bệnh di truyền.,จีโนไทป์,นักให้คำปรึกษาทางพันธุกรรมสามารถวิเคราะห์จีโนไทป์ของบุคคลเพื่อประเมินความเสี่ยงในการเกิดโรคทางพันธุกรรมได้แล้ว,genotipe,Konselor genetik kini dapat menganalisis genotipe individu untuk menilai risiko mereka mengembangkan penyakit keturunan.
emolument,"The constitution prohibits public officials from receiving emoluments from foreign governments without congressional approval.",보수,헌법은 공무원이 의회 승인 없이 외국 정부로부터 보수를 받는 것을 금지한다.,報酬,憲法は公務員が議会の承認なく外国政府から報酬を受け取ることを禁じている。,报酬,宪法禁止公职人员未经国会批准从外国政府接受报酬。,emolumento,La constitución prohíbe a los funcionarios públicos recibir emolumentos de gobiernos extranjeros sin la aprobación del congreso.,thù lao,Hiến pháp cấm các quan chức công quyền nhận thù lao từ chính phủ nước ngoài mà không có sự chấp thuận của quốc hội.,ค่าตอบแทน,รัฐธรรมนูญห้ามเจ้าหน้าที่ของรัฐรับค่าตอบแทนจากรัฐบาลต่างชาติโดยไม่ได้รับอนุมัติจากรัฐสภา,emolumen,Konstitusi melarang pejabat publik menerima emolumen dari pemerintah asing tanpa persetujuan kongres.
electrolyte,"The doctor warned that severe dehydration had dangerously depleted the patient's electrolyte levels requiring immediate intravenous replenishment.",전해질,의사는 심각한 탈수로 환자의 전해질 수치가 위험하게 고갈되어 즉각적인 정맥 보충이 필요하다고 경고했다.,電解質,医師は重度の脱水が患者の電解質レベルを危険なほど低下させており即座の静脈内補充が必要であると警告した。,电解质,医生警告说严重脱水已危险地耗尽了患者的电解质水平需要立即进行静脉补充。,electrolito,El médico advirtió que la deshidratación severa había agotado peligrosamente los niveles de electrolitos del paciente requiriendo reposición intravenosa inmediata.,chất điện giải,Bác sĩ cảnh báo rằng mất nước nghiêm trọng đã làm cạn kiệt nguy hiểm mức chất điện giải của bệnh nhân cần bổ sung tĩnh mạch ngay lập tức.,อิเล็กโทรไลต์,แพทย์เตือนว่าภาวะขาดน้ำอย่างรุนแรงทำให้ระดับอิเล็กโทรไลต์ของผู้ป่วยลดลงอย่างอันตรายจำเป็นต้องเติมทางหลอดเลือดดำทันที,elektrolit,Dokter memperingatkan bahwa dehidrasi parah telah menguras tingkat elektrolit pasien secara berbahaya sehingga memerlukan penggantian intravena segera.
repatriation,"The repatriation of looted cultural artifacts to their countries of origin has become an increasingly prominent issue in museum ethics.",본국 송환,약탈된 문화 유물의 원산국 본국 송환은 박물관 윤리에서 점점 더 두드러진 문제가 되고 있다.,本国送還,略奪された文化財のその出身国への本国送還は博物館倫理においてますます顕著な問題となっている。,遣返,将掠夺的文化文物遣返其原产国已成为博物馆伦理中日益突出的问题。,repatriación,La repatriación de artefactos culturales saqueados a sus países de origen se ha convertido en un tema cada vez más destacado en la ética museística.,hồi hương,Việc hồi hương các hiện vật văn hóa bị cướp phá về nước xuất xứ đã trở thành vấn đề ngày càng nổi bật trong đạo đức bảo tàng.,การส่งกลับ,การส่งกลับสิ่งประดิษฐ์ทางวัฒนธรรมที่ถูกปล้นไปยังประเทศต้นกำเนิดได้กลายเป็นประเด็นที่โดดเด่นมากขึ้นในจริยธรรมของพิพิธภัณฑ์,repatriasi,Repatriasi artefak budaya yang dijarah ke negara asalnya telah menjadi isu yang semakin menonjol dalam etika museum.
syntax tree,"In computational linguistics a syntax tree visually represents the hierarchical structure of a sentence's grammatical components.",구문 트리,전산 언어학에서 구문 트리는 문장의 문법적 구성 요소의 계층적 구조를 시각적으로 나타낸다.,構文木,計算言語学において構文木は文の文法的構成要素の階層的構造を視覚的に表現する。,句法树,在计算语言学中句法树直观地表示句子语法成分的层次结构。,árbol sintáctico,En la lingüística computacional un árbol sintáctico representa visualmente la estructura jerárquica de los componentes gramaticales de una oración.,cây cú pháp,Trong ngôn ngữ học tính toán cây cú pháp biểu diễn trực quan cấu trúc phân cấp của các thành phần ngữ pháp trong câu.,ต้นไม้วากยสัมพันธ์,ในภาษาศาสตร์เชิงคำนวณต้นไม้วากยสัมพันธ์แสดงโครงสร้างลำดับชั้นของส่วนประกอบทางไวยากรณ์ของประโยคอย่างเป็นรูปธรรม,pohon sintaksis,Dalam linguistik komputasional pohon sintaksis secara visual merepresentasikan struktur hierarkis komponen gramatikal sebuah kalimat.
capitulation,"The unconditional capitulation of the regime brought an end to years of devastating civil conflict.",항복,정권의 무조건 항복은 수년간의 파괴적인 내전을 종식시켰다.,降伏,政権の無条件降伏は数年間の壊滅的な内戦を終結させた。,投降,该政权的无条件投降结束了多年的毁灭性内战。,capitulación,La capitulación incondicional del régimen puso fin a años de devastador conflicto civil.,đầu hàng,Sự đầu hàng vô điều kiện của chế độ đã chấm dứt nhiều năm xung đột dân sự tàn khốc.,การยอมจำนน,การยอมจำนนอย่างไม่มีเงื่อนไขของระบอบการปกครองยุติความขัดแย้งภายในที่รุนแรงมาหลายปี,kapitulasi,Kapitulasi tanpa syarat rezim tersebut mengakhiri bertahun-tahun konflik sipil yang menghancurkan.
conjugation,"The intensive language course devoted considerable time to teaching the conjugation of irregular verbs in French.",활용,집중 어학 과정은 프랑스어 불규칙 동사의 활용을 가르치는 데 상당한 시간을 할애했다.,活用,集中語学コースはフランス語の不規則動詞の活用を教えることにかなりの時間を費やした。,变位,强化语言课程花了大量时间教授法语不规则动词的变位。,conjugación,El curso intensivo de idiomas dedicó un tiempo considerable a enseñar la conjugación de verbos irregulares en francés.,chia động từ,Khóa học ngôn ngữ chuyên sâu dành nhiều thời gian để dạy cách chia động từ bất quy tắc trong tiếng Pháp.,การผันกริยา,หลักสูตรภาษาเข้มข้นอุทิศเวลาอย่างมากในการสอนการผันกริยาที่ไม่เป็นไปตามกฎในภาษาฝรั่งเศส,konjugasi,Kursus bahasa intensif mencurahkan waktu yang cukup besar untuk mengajarkan konjugasi kata kerja tidak beraturan dalam bahasa Prancis.
solvency,"The insurance regulator closely monitors the solvency of insurance companies to ensure they can honor policyholder claims.",지급 능력,보험 규제 기관은 보험 회사가 보험 계약자의 청구를 이행할 수 있도록 지급 능력을 면밀히 감시한다.,支払い能力,保険規制当局は保険会社が保険契約者の請求に応えられるように支払い能力を厳密に監視している。,偿付能力,保险监管机构密切监控保险公司的偿付能力以确保其能够履行投保人的理赔要求。,solvencia,El regulador de seguros monitorea de cerca la solvencia de las compañías de seguros para asegurar que puedan cumplir con las reclamaciones de los asegurados.,khả năng thanh toán,Cơ quan quản lý bảo hiểm giám sát chặt chẽ khả năng thanh toán của các công ty bảo hiểm để đảm bảo họ có thể thực hiện các yêu cầu bồi thường của người mua bảo hiểm.,ความสามารถในการชำระหนี้,หน่วยงานกำกับดูแลประกันภัยติดตามความสามารถในการชำระหนี้ของบริษัทประกันอย่างใกล้ชิดเพื่อให้แน่ใจว่าสามารถปฏิบัติตามข้อเรียกร้องของผู้ถือกรมธรรม์ได้,solvabilitas,Regulator asuransi memantau dengan cermat solvabilitas perusahaan asuransi untuk memastikan mereka dapat memenuhi klaim pemegang polis.
genome sequencing,"The decreasing cost of genome sequencing has made personalized medicine accessible to a much broader segment of the population.",유전체 시퀀싱,유전체 시퀀싱 비용의 감소로 맞춤 의학이 훨씬 더 넓은 인구 계층에 접근 가능해졌다.,ゲノム配列解読,ゲノム配列解読のコスト低下により個別化医療がより広い層の人々に利用可能になった。,基因组测序,基因组测序成本的降低使个性化医学对更广泛的人群变得可及。,secuenciación del genoma,El costo decreciente de la secuenciación del genoma ha hecho que la medicina personalizada sea accesible a un segmento mucho más amplio de la población.,giải trình tự hệ gen,Chi phí giảm dần của việc giải trình tự hệ gen đã giúp y học cá nhân hóa trở nên dễ tiếp cận hơn với phần đông dân số.,การถอดรหัสจีโนม,ค่าใช้จ่ายที่ลดลงของการถอดรหัสจีโนมทำให้การแพทย์เฉพาะบุคคลเข้าถึงได้สำหรับประชากรในวงกว้างมากขึ้น,sekuensing genom,Penurunan biaya sekuensing genom telah membuat kedokteran personal dapat diakses oleh segmen populasi yang jauh lebih luas.
