accomplish,She accomplished her goals this year.,달성하다; 성취하다,그녀는 올해 목표를 달성했어요.,達成する; 成し遂げる,彼女は今年の目標を達成した。,完成; 实现,她今年完成了目标。,lograr; cumplir,Ella logró sus metas este año.,hoàn thành,Cô ấy hoàn thành mục tiêu năm nay.,สำเร็จ; บรรลุ,เธอบรรลุเป้าหมายปีนี้,menyelesaikan; mencapai,Dia menyelesaikan tujuannya tahun ini.
acquire,He acquired new skills through training.,습득하다; 얻다,그는 훈련을 통해 새로운 기술을 습득했어요.,習得する; 獲得する,訓練を通じて新しいスキルを習得した。,获得; 学到,他通过训练获得了新技能。,adquirir,Adquirió nuevas habilidades a través del entrenamiento.,tiếp thu; đạt được,Anh ấy tiếp thu kỹ năng mới qua đào tạo.,ได้รับ; เรียนรู้,เขาได้รับทักษะใหม่จากการฝึก,memperoleh,Dia memperoleh keterampilan baru melalui pelatihan.
adapt,You must adapt to new situations quickly.,적응하다,새로운 상황에 빨리 적응해야 해요.,適応する,新しい状況にすぐ適応しなければならない。,适应,你必须快速适应新情况。,adaptarse,Debes adaptarte a nuevas situaciones rápidamente.,thích nghi,Bạn phải thích nghi nhanh với tình huống mới.,ปรับตัว,คุณต้องปรับตัวให้เข้ากับสถานการณ์ใหม่อย่างรวดเร็ว,beradaptasi; menyesuaikan,Anda harus beradaptasi dengan situasi baru dengan cepat.
admire,I really admire her courage.,존경하다; 감탄하다,그녀의 용기에 정말 감탄해요.,尊敬する; 感心する,彼女の勇気に本当に感心する。,钦佩; 崇拜,我真的很钦佩她的勇气。,admirar,Realmente admiro su valentía.,ngưỡng mộ,Tôi thực sự ngưỡng mộ sự dũng cảm của cô ấy.,ชื่นชม; นับถือ,ฉันชื่นชมความกล้าหาญของเธอจริงๆ,mengagumi,Saya sangat mengagumi keberaniannya.
affect,The weather can affect your mood.,영향을 미치다,날씨는 기분에 영향을 미칠 수 있어요.,影響する; 影響を与える,天気は気分に影響を与えることがある。,影响,天气会影响你的心情。,afectar,El clima puede afectar tu estado de ánimo.,ảnh hưởng,Thời tiết có thể ảnh hưởng đến tâm trạng bạn.,ส่งผลกระทบ,สภาพอากาศส่งผลกระทบต่ออารมณ์ของคุณ,mempengaruhi,Cuaca bisa mempengaruhi suasana hati Anda.
appeal,The idea appeals to young people.,매력; 호소하다,그 아이디어는 젊은 사람들에게 매력적이에요.,魅力; 訴える,そのアイデアは若者に魅力的だ。,吸引力; 吸引,这个想法吸引了年轻人。,atractivo; atraer,La idea atrae a los jóvenes.,hấp dẫn; thu hút,Ý tưởng này hấp dẫn giới trẻ.,ดึงดูด; น่าสนใจ,ไอเดียนี้ดึงดูดคนรุ่นใหม่,menarik; daya tarik,Ide itu menarik bagi anak muda.
approach,We need a new approach to this problem.,접근법; 접근하다,이 문제에 대한 새로운 접근법이 필요해요.,アプローチ; 近づく,この問題への新しいアプローチが必要だ。,方法; 途径; 接近,我们需要一种新方法来解决这个问题。,enfoque; acercarse,Necesitamos un nuevo enfoque para este problema.,cách tiếp cận,Chúng ta cần cách tiếp cận mới cho vấn đề này.,แนวทาง; เข้าใกล้,เราต้องการแนวทางใหม่สำหรับปัญหานี้,pendekatan; mendekati,Kami membutuhkan pendekatan baru untuk masalah ini.
assert,He asserted his right to speak.,주장하다; 단언하다,그는 발언할 권리를 주장했어요.,主張する; 断言する,彼は発言する権利を主張した。,断言; 主张,他坚持自己的发言权。,afirmar; aseverar,Afirmó su derecho a hablar.,khẳng định,Anh ấy khẳng định quyền phát biểu.,ยืนยัน; กล่าวอ้าง,เขายืนยันสิทธิ์ในการพูด,menegaskan,Dia menegaskan haknya untuk berbicara.
assess,The teacher assessed the students' progress.,평가하다,선생님이 학생들의 진도를 평가했어요.,評価する; 査定する,先生は生徒の進歩を評価した。,评估; 评价,老师评估了学生的进步。,evaluar,El maestro evaluó el progreso de los alumnos.,đánh giá,Giáo viên đánh giá tiến bộ của học sinh.,ประเมิน,ครูประเมินความก้าวหน้าของนักเรียน,menilai; mengevaluasi,Guru menilai kemajuan siswa.
assign,The boss assigned tasks to each team member.,배정하다; 할당하다,상사가 각 팀원에게 업무를 배정했어요.,割り当てる; 配属する,上司が各チームメンバーにタスクを割り当てた。,分配; 指派,老板给每个团队成员分配了任务。,asignar,El jefe asignó tareas a cada miembro del equipo.,giao; phân công,Sếp giao nhiệm vụ cho từng thành viên.,มอบหมาย,หัวหน้ามอบหมายงานให้สมาชิกแต่ละคน,menugaskan,Bos menugaskan tugas kepada setiap anggota tim.
